Fecha,Hora,Coincidencias
060718,112633,1123891
060718,112733,1124147
060718,112833,1124403
060718,112934,1124660
060718,113034,1126452
060718,113134,1126708
060718,113234,1126964
060718,113334,1127220
060718,113434,1127476
060718,113535,1127733
060718,113635,1127989
060718,113735,1128245
060718,113835,1128501
060718,113935,1128757
060718,114035,1130549
060718,114136,1130806
060718,114236,1131062
060718,114336,1131318
060718,114436,1131574
060718,114536,1131830
060718,114637,1132087
060718,114737,1132343
060718,114837,1132599
060718,114937,1132855
060718,115037,1134647
060718,115137,1134903
060718,115238,1135160
060718,115338,1135416
060718,115438,1135672
060718,115538,1135928
060718,115638,1136184
060718,115738,1136440
060718,115839,1136697
060718,115939,1136953
060718,120039,1179705
060718,120139,1179961
060718,120239,1180217
060718,120339,1180473
060718,120440,1180736
060718,120540,1180992
060718,120640,1181248
060718,120740,1181504
060718,120840,1181760
060718,120941,1182017
060718,121041,1183809
060718,121141,1184065
060718,121241,1184321
060718,121341,1184577
060718,121441,1184833
060718,121542,1185090
060718,121642,1185346
060718,121742,1185602
060718,121842,1185858
060718,121942,1186114
060718,122042,1187906
060718,122143,1188163
060718,122243,1188419
060718,122343,1188675
060718,122443,1188931
060718,122543,1189187
060718,122643,1189443
060718,122744,1189700
060718,122844,1189956
060718,122944,1190212
060718,123044,1192004
060718,123144,1192260
060718,123245,1192517
060718,123345,1192773
060718,123445,1193029
060718,123545,1193285
060718,123645,1193541
060718,123745,1193797
060718,123846,1194054
060718,123946,1194310
060718,124046,1196102
060718,124146,1196358
060718,124246,1196614
060718,124346,1196870
060718,124447,1197127
060718,124547,1197383
060718,124647,1197639
060718,124747,1197895
060718,124847,1198151
060718,124947,1198407
060718,125048,1200200
060718,125148,1200456
060718,125248,1200712
060718,125348,1200968
060718,125448,1201224
060718,125549,1201481
060718,125649,1201737
060718,125749,1201993
060718,125849,1202249
060718,125949,1202505
060718,130049,1245257
060718,130150,1245520
060718,130250,1245776
060718,130350,1246032
060718,130450,1246288
060718,130550,1246544
060718,130650,1246800
060718,130751,1247057
060718,130851,1247313
060718,130951,1247569
060718,131051,1249361
060718,131151,1249617
060718,131251,1249873
060718,131352,1250130
060718,131452,1250386
060718,131552,1250642
060718,131652,1250898
060718,131752,1251154
060718,131853,1251411
060718,131953,1251667
060718,132053,1253459
060718,132153,1253715
060718,132253,1253971
060718,132353,1254227
060718,132454,1254484
060718,132554,1254740
060718,132654,1254996
060718,132754,1255252
060718,132854,1255508
060718,132954,1255764
060718,133055,1257557
060718,133155,1257813
060718,133255,1258069
060718,133355,1258325
060718,133455,1258581
060718,133555,1258837
060718,133656,1259094
060718,133756,1259350
060718,133856,1259606
060718,133956,1259862
060718,134056,1261654
060718,134156,1261910
060718,134257,1262167
060718,134357,1262423
060718,134457,1262679
060718,134557,1262935
060718,134657,1263191
060718,134758,1263448
060718,134858,1263704
060718,134958,1263960
060718,135058,1265752
060718,135158,1266008
060718,135258,1266264
060718,135359,1266521
060718,135459,1266777
060718,135559,1267033
060718,135659,1267289
060718,135759,1267545
060718,135859,1267801
060718,140000,1310720
060718,140100,1310976
060718,140200,1311232
060718,140300,1311488
060718,140400,1311744
060718,140500,1312000
060718,140601,1312257
060718,140701,1312513
060718,140801,1312769
060718,140901,1313025
060718,141001,1314817
060718,141102,1315074
060718,141202,1315330
060718,141302,1315586
060718,141402,1315842
060718,141502,1316098
060718,141602,1316354
060718,141703,1316611
060718,141803,1316867
060718,141903,1317123
060718,142003,1318915
060718,142103,1319171
060718,142203,1319427
060718,142304,1319684
060718,142404,1319940
060718,142504,1320196
060718,142604,1320452
060718,142704,1320708
060718,142804,1320964
060718,142905,1321221
060718,143005,1323013
060718,143105,1323269
060718,143205,1323525
060718,143305,1323781
060718,143406,1324038
060718,143506,1324294
060718,143606,1324550
060718,143706,1324806
060718,143806,1325062
060718,143906,1325318
060718,144007,1327111
060718,144107,1327367
060718,144207,1327623
060718,144307,1327879
060718,144407,1328135
060718,144507,1328391
060718,144608,1328648
060718,144708,1328904
060718,144808,1329160
060718,144908,1329416
060718,145008,1331208
060718,145108,1331464
060718,145209,1331721
060718,145309,1331977
060718,145409,1332233
060718,145509,1332489
060718,145609,1332745
060718,145710,1333008
060718,145810,1333264
060718,145910,1333520
060718,150010,1376272
060718,150110,1376528
060718,150210,1376784
060718,150311,1377041
060718,150411,1377297
060718,150511,1377553
060718,150611,1377809
060718,150711,1378065
060718,150811,1378321
060718,150912,1378578
060718,151012,1380370
060718,151112,1380626
060718,151212,1380882
060718,151312,1381138
060718,151412,1381394
060718,151513,1381651
060718,151613,1381907
060718,151713,1382163
060718,151813,1382419
060718,151913,1382675
060718,152014,1384468
060718,152114,1384724
060718,152214,1384980
060718,152314,1385236
060718,152414,1385492
060718,152514,1385748
060718,152615,1386005
060718,152715,1386261
060718,152815,1386517
060718,152915,1386773
060718,153015,1388565
060718,153115,1388821
060718,153216,1389078
060718,153316,1389334
060718,153416,1389590
060718,153516,1389846
060718,153616,1390102
060718,153716,1390358
060718,153817,1390615
060718,153917,1390871
060718,154017,1392663
060718,154117,1392919
060718,154217,1393175
060718,154318,1393432
060718,154418,1393688
060718,154518,1393944
060718,154618,1394200
060718,154718,1394456
060718,154818,1394712
060718,154919,1394969
060718,155019,1396761
060718,155119,1397017
060718,155219,1397273
060718,155319,1397529
060718,155419,1397785
060718,155520,1398048
060718,155620,1398304
060718,155720,1398560
060718,155820,1398816
060718,155920,1399072
060718,160020,1441824
060718,160121,1442081
060718,160221,1442337
060718,160321,1442593
060718,160421,1442849
060718,160521,1443105
060718,160622,1443362
060718,160722,1443618
060718,160822,1443874
060718,160922,1444130
060718,161022,1445922
060718,161122,1446178
060718,161223,1446435
060718,161323,1446691
060718,161423,1446947
060718,161523,1447203
060718,161623,1447459
060718,161723,1447715
060718,161824,1447972
060718,161924,1448228
060718,162024,1450020
060718,162124,1450276
060718,162224,1450532
060718,162324,1450788
060718,162425,1451045
060718,162525,1451301
060718,162625,1451557
060718,162725,1451813
060718,162825,1452069
060718,162926,1452326
060718,163026,1454118
060718,163126,1454374
060718,163226,1454630
060718,163326,1454886
060718,163426,1455142
060718,163527,1455399
060718,163627,1455655
060718,163727,1455911
060718,163827,1456167
060718,163927,1456423
060718,164027,1458215
060718,164128,1458472
060718,164228,1458728
060718,164328,1458984
060718,164428,1459240
060718,164528,1459496
060718,164628,1459752
060718,164729,1460009
060718,164829,1460265
060718,164929,1460521
060718,165029,1462313
060718,165129,1462569
060718,165230,1462832
060718,165330,1463088
060718,165430,1463344
060718,165530,1463600
060718,165630,1463856
060718,165730,1464112
060718,165831,1464369
060718,165931,1464625
060718,170031,1507377
060718,170131,1507633
060718,170231,1507889
060718,170331,1508145
060718,170432,1508402
060718,170532,1508658
060718,170632,1508914
060718,170732,1509170
060718,170832,1509426
060718,170932,1509682
060718,171033,1511475
060718,171133,1511731
060718,171233,1511987
060718,171333,1512243
060718,171433,1512499
060718,171534,1512756
060718,171634,1513012
060718,171734,1513268
060718,171834,1513524
060718,171934,1513780
060718,172034,1515572
060718,172135,1515829
060718,172235,1516085
060718,172335,1516341
060718,172435,1516597
060718,172535,1516853
060718,172635,1517109
060718,172736,1517366
060718,172836,1517622
060718,172936,1517878
060718,173036,1519670
060718,173136,1519926
060718,173236,1520182
060718,173337,1520439
060718,173437,1520695
060718,173537,1520951
060718,173637,1521207
060718,173737,1521463
060718,173838,1521720
060718,173938,1521976
060718,174038,1523768
060718,174138,1524024
060718,174238,1524280
060718,174338,1524536
060718,174439,1524793
060718,174539,1525049
060718,174639,1525305
060718,174739,1525561
060718,174839,1525817
060718,174955,1526101
060718,175040,1527872
060718,175140,1528128
060718,175240,1528384
060718,175340,1528640
060718,175440,1528896
060718,175540,1529152
060718,175641,1529409
060718,175741,1529665
060718,175841,1529921
060718,175941,1530177
060718,180041,1572929
060718,180142,1573186
060718,180242,1573442
060718,180342,1573698
060718,180442,1573954
060718,180542,1574210
060718,180642,1574466
060718,180743,1574723
060718,180843,1574979
060718,180943,1575235
060718,181043,1577027
060718,181143,1577283
060718,181243,1577539
060718,181344,1577796
060718,181444,1578052
060718,181544,1578308
060718,181644,1578564
060718,181744,1578820
060718,181844,1579076
060718,181945,1579333
060718,182045,1581125
060718,182145,1581381
060718,182245,1581637
060718,182345,1581893
060718,182445,1582149
060718,182546,1582406
060718,182646,1582662
060718,182746,1582918
060718,182846,1583174
060718,182946,1583430
060718,183047,1585223
060718,183147,1585479
060718,183247,1585735
060718,183347,1585991
060718,183447,1586247
060718,183547,1586503
060718,183648,1586760
060718,183748,1587016
060718,183848,1587272
060718,183948,1587528
060718,184048,1589320
060718,184148,1589576
060718,184249,1589833
060718,184349,1590089
060718,184449,1590345
060718,184549,1590601
060718,184649,1590857
060718,184749,1591113
060718,184850,1591376
060718,184950,1591632
060718,185050,1593424
060718,185150,1593680
060718,185250,1593936
060718,185351,1594193
060718,185451,1594449
060718,185551,1594705
060718,185651,1594961
060718,185751,1595217
060718,185851,1595473
060718,185952,1595730
060718,190052,1638482
060718,190152,1638738
060718,190252,1638994
060718,190352,1639250
060718,190452,1639506
060718,190553,1639763
060718,190653,1640019
060718,190753,1640275
060718,190853,1640531
060718,190953,1640787
060718,191053,1642579
060718,191154,1642836
060718,191254,1643092
060718,191354,1643348
060718,191454,1643604
060718,191554,1643860
060718,191655,1644117
060718,191755,1644373
060718,191855,1644629
060718,191955,1644885
060718,192055,1646677
060718,192155,1646933
060718,192256,1647190
060718,192356,1647446
070718,063552,406866
070718,063652,407122
070718,063753,407379
070718,063853,407635
070718,063953,407891
070718,064053,409683
070718,064153,409939
070718,064253,410195
070718,064354,410452
070718,064454,410708
070718,064554,410964
070718,064654,411220
070718,064754,411476
070718,064854,411732
070718,064955,411989
070718,065055,413781
070718,065155,414037
070718,065255,414293
070718,065355,414549
070718,065455,414805
070718,065556,415062
070718,065656,415318
070718,065756,415574
070718,065856,415830
070718,065956,416086
070718,070057,458839
070718,070157,459095
070718,070257,459351
070718,070357,459607
070718,070457,459863
070718,070557,460119
070718,070658,460376
070718,070758,460632
070718,070858,460888
070718,070958,461144
070718,071058,462936
070718,071158,463192
070718,071259,463449
070718,071359,463705
070718,071459,463961
070718,071559,464217
070718,071659,464473
070718,071759,464729
070718,071900,465152
070718,072000,466944
070718,072100,467200
070718,072200,467456
070718,072300,467712
070718,072401,467969
070718,072501,468225
070718,072601,468481
070718,072701,468737
070718,072801,468993
070718,072901,469249
070718,073002,471042
070718,073102,471298
070718,073202,471554
070718,073302,471810
070718,073402,472066
070718,073502,472322
070718,073603,472579
070718,073703,472835
070718,073803,473091
070718,073903,473347
070718,074003,475139
070718,074103,475395
070718,074204,475652
070718,074304,475908
070718,074404,476164
070718,074504,476420
070718,074604,476676
070718,074705,476933
070718,074805,477189
070718,074905,477445
070718,075005,479237
070718,075105,479493
070718,075205,479749
070718,075306,480006
070718,075406,480262
070718,075506,480518
070718,075606,480774
070718,075706,481030
070718,075806,481286
070718,075907,481543
070718,080007,524295
070718,080107,524551
070718,080207,524807
070718,080307,525063
070718,080407,525319
070718,080508,525576
070718,080608,525832
070718,080708,526088
070718,080808,526344
070718,080908,526600
070718,081009,528393
070718,081109,528649
070718,081209,528905
070718,081309,529161
070718,081409,529417
070718,081509,529673
070718,081610,529936
070718,081710,530192
070718,081810,530448
070718,081910,530704
070718,082010,532496
070718,082110,532752
070718,082211,533009
070718,082311,533265
070718,082411,533521
070718,082511,533777
070718,082611,534033
070718,082711,534289
070718,082812,534546
070718,082912,534802
070718,083012,536594
070718,083112,536850
070718,083212,537106
070718,083313,537363
070718,083413,537619
070718,083513,537875
070718,083613,538131
070718,083713,538387
070718,083813,538643
070718,083914,538900
070718,084014,540692
070718,084114,540948
070718,084214,541204
070718,084314,541460
070718,084414,541716
070718,084515,541973
070718,084615,542229
070718,084715,542485
070718,084815,542741
070718,084915,542997
070718,085015,544789
070718,085116,545046
070718,085216,545302
070718,085316,545558
070718,085416,545814
070718,085516,546070
070718,085617,546327
070718,085717,546583
070718,085817,546839
070718,085917,547095
070718,090017,589847
070718,090117,590103
070718,090218,590360
070718,090318,590616
070718,090418,590872
070718,090518,591128
070718,090618,591384
070718,090718,591640
070718,090819,591897
070718,090919,592153
070718,091019,593945
070718,091119,594201
070718,091219,594457
070718,091319,594713
070718,091420,594976
070718,091520,595232
070718,091620,595488
070718,091720,595744
070718,091820,596000
070718,091921,596257
070718,092021,598049
070718,092121,598305
070718,092221,598561
070718,092321,598817
070718,092421,599073
070718,092522,599330
070718,092622,599586
070718,092722,599842
070718,092822,600098
070718,092922,600354
070718,093022,602146
070718,093123,602403
070718,093223,602659
070718,093323,602915
070718,093423,603171
070718,093523,603427
070718,093623,603683
070718,093724,603940
070718,093824,604196
070718,093924,604452
070718,094024,606244
070718,094124,606500
070718,094224,606756
070718,094325,607013
070718,094425,607269
070718,094525,607525
070718,094625,607781
070718,094725,608037
070718,094826,608294
070718,094926,608550
070718,095026,610342
070718,095126,610598
070718,095226,610854
070718,095326,611110
070718,095427,611367
070718,095527,611623
070718,095627,611879
070718,095727,612135
070718,095827,612391
070718,095927,612647
070718,100028,1048616
070718,100128,1048872
070718,100228,1049128
070718,100328,1049384
070718,100428,1049640
070718,100528,1049896
070718,100629,1050153
070718,100729,1050409
070718,100829,1050665
070718,100929,1050921
070718,101029,1052713
070718,101130,1052976
070718,101230,1053232
070718,101330,1053488
070718,101430,1053744
070718,101530,1054000
070718,101630,1054256
070718,101731,1054513
070718,101831,1054769
070718,101931,1055025
070718,102031,1056817
070718,102131,1057073
070718,102231,1057329
070718,102332,1057586
070718,102432,1057842
070718,102532,1058098
070718,102632,1058354
070718,102732,1058610
070718,102832,1058866
070718,102933,1059123
070718,103033,1060915
070718,103133,1061171
070718,103233,1061427
070718,103333,1061683
070718,103434,1061940
070718,103534,1062196
070718,103634,1062452
070718,103734,1062708
070718,103834,1062964
070718,103934,1063220
070718,104035,1065013
070718,104135,1065269
070718,104235,1065525
070718,104335,1065781
070718,104435,1066037
070718,104535,1066293
070718,104636,1066550
070718,104736,1066806
070718,104836,1067062
070718,104936,1067318
070718,105036,1069110
070718,105136,1069366
070718,105237,1069623
070718,105337,1069879
070718,105437,1070135
070718,105537,1070391
070718,105637,1070647
070718,105738,1070904
070718,105838,1071160
070718,105938,1071416
070718,110038,1114168
070718,110138,1114424
070718,110238,1114680
070718,110339,1114937
070718,110439,1115193
070718,110539,1115449
070718,110639,1115705
070718,110739,1115961
070718,110839,1116217
070718,110940,1116480
070718,111040,1118272
070718,111140,1118528
070718,111240,1118784
070718,111340,1119040
070718,111440,1119296
070718,111541,1119553
070718,111641,1119809
070718,111741,1120065
070718,111841,1120321
070718,111941,1120577
070718,112042,1122370
070718,112142,1122626
070718,112242,1122882
070718,112342,1123138
070718,112442,1123394
070718,112542,1123650
070718,112643,1123907
070718,112743,1124163
070718,112843,1124419
070718,112943,1124675
070718,113043,1126467
070718,113143,1126723
070718,113244,1126980
070718,113344,1127236
070718,113444,1127492
070718,113544,1127748
070718,113644,1128004
070718,113744,1128260
070718,113845,1128517
070718,113945,1128773
070718,114045,1130565
070718,114145,1130821
070718,114245,1131077
070718,114346,1131334
070718,114446,1131590
070718,114546,1131846
070718,114646,1132102
070718,114746,1132358
070718,114846,1132614
070718,114947,1132871
070718,115047,1134663
070718,115147,1134919
070718,115247,1135175
070718,115347,1135431
070718,115447,1135687
070718,115548,1135944
070718,115648,1136200
070718,115748,1136456
070718,115848,1136712
070718,115948,1136968
070718,120048,1179720
070718,120149,1179977
070718,120249,1180233
070718,120349,1180489
070718,120449,1180745
070718,120549,1181001
070718,120650,1181264
070718,120750,1181520
070718,120850,1181776
070718,120950,1182032
070718,121050,1183824
070718,121150,1184080
070718,121251,1184337
070718,121351,1184593
070718,121451,1184849
070718,121551,1185105
070718,121651,1185361
070718,121751,1185617
070718,121852,1185874
070718,121952,1186130
070718,122052,1187922
070718,122152,1188178
070718,122252,1188434
070718,122352,1188690
070718,122453,1188947
070718,122553,1189203
070718,122653,1189459
070718,122753,1189715
070718,122853,1189971
070718,122954,1190228
070718,123054,1192020
070718,123154,1192276
070718,123254,1192532
070718,123354,1192788
070718,123454,1193044
070718,123555,1193301
070718,123655,1193557
070718,123755,1193813
070718,123855,1194069
070718,123955,1194325
070718,124055,1196117
070718,124156,1196374
070718,124256,1196630
070718,124356,1196886
070718,124456,1197142
070718,124556,1197398
070718,124656,1197654
070718,124757,1197911
070718,124857,1198167
070718,124957,1198423
070718,125057,1200215
070718,125157,1200471
070718,125258,1200728
070718,125358,1200984
070718,125458,1201240
070718,125558,1201496
070718,125658,1201752
070718,125758,1202008
070718,125859,1202265
070718,125959,1202521
070718,130059,1245273
070718,130159,1245529
070718,130259,1245785
070718,130359,1246041
070718,130500,1246464
070718,130600,1246720
070718,130700,1246976
070718,130800,1247232
070718,130900,1247488
070718,131000,1249280
070718,131101,1249537
070718,131201,1249793
070718,131301,1250049
070718,131401,1250305
070718,131501,1250561
070718,131602,1250818
070718,131702,1251074
070718,131802,1251330
070718,131902,1251586
070718,132002,1253378
070718,132102,1253634
070718,132203,1253891
070718,132303,1254147
070718,132403,1254403
070718,132503,1254659
070718,132603,1254915
070718,132703,1255171
070718,132804,1255428
070718,132904,1255684
070718,133004,1257476
070718,133104,1257732
070718,133204,1257988
070718,133304,1258244
070718,133405,1258501
070718,133505,1258757
070718,133605,1259013
070718,133705,1259269
070718,133805,1259525
070718,133906,1259782
070718,134006,1261574
070718,134106,1261830
070718,134206,1262086
070718,134306,1262342
070718,134406,1262598
070718,134507,1262855
070718,134607,1263111
070718,134707,1263367
070718,134807,1263623
070718,134907,1263879
070718,135007,1265671
070718,135108,1265928
070718,135208,1266184
070718,135308,1266440
070718,135408,1266696
070718,135508,1266952
070718,135608,1267208
070718,135709,1267465
070718,135809,1267721
070718,135909,1267977
070718,140009,1310729
070718,140109,1310985
070718,140210,1311248
070718,140310,1311504
070718,140410,1311760
070718,140510,1312016
070718,140610,1312272
070718,140710,1312528
070718,140811,1312785
070718,140911,1313041
070718,141011,1314833
070718,141111,1315089
070718,141211,1315345
070718,141311,1315601
070718,141412,1315858
070718,141512,1316114
070718,141612,1316370
070718,141712,1316626
070718,141812,1316882
070718,141912,1317138
070718,142013,1318931
070718,142113,1319187
070718,142213,1319443
070718,142313,1319699
070718,142413,1319955
070718,142514,1320212
070718,142614,1320468
070718,142714,1320724
070718,142814,1320980
070718,142914,1321236
070718,143014,1323028
070718,143115,1323285
070718,143215,1323541
070718,143315,1323797
070718,143415,1324053
070718,143515,1324309
070718,143615,1324565
070718,143716,1324822
070718,143816,1325078
070718,143916,1325334
070718,144016,1327126
070718,144116,1327382
070718,144216,1327638
070718,144317,1327895
070718,144417,1328151
070718,144517,1328407
070718,144617,1328663
070718,144717,1328919
070718,144818,1329176
070718,144918,1329432
070718,145018,1331224
070718,145118,1331480
070718,145218,1331736
070718,145318,1331992
070718,145419,1332249
070718,145519,1332505
070718,145619,1332761
070718,145719,1333017
070718,145819,1333273
070718,145919,1333529
070718,150020,1376288
070718,150120,1376544
070718,150220,1376800
070718,150320,1377056
070718,150420,1377312
070718,150520,1377568
070718,150621,1377825
070718,150721,1378081
070718,150821,1378337
070718,150921,1378593
070718,151021,1380385
070718,151121,1380641
070718,151222,1380898
070718,151322,1381154
070718,151422,1381410
070718,151522,1381666
070718,151622,1381922
070718,151723,1382179
070718,151823,1382435
070718,151923,1382691
070718,152023,1384483
070718,152123,1384739
070718,152223,1384995
070718,152324,1385252
070718,152424,1385508
070718,152524,1385764
070718,152624,1386020
070718,152724,1386276
070718,152824,1386532
070718,152925,1386789
070718,153025,1388581
070718,153125,1388837
070718,153225,1389093
070718,153325,1389349
070718,153425,1389605
070718,153526,1389862
070718,153626,1390118
070718,153726,1390374
070718,153826,1390630
070718,153926,1390886
070718,154027,1392679
070718,154127,1392935
070718,154227,1393191
070718,154327,1393447
070718,154427,1393703
070718,154527,1393959
070718,154628,1394216
070718,154728,1394472
070718,154828,1394728
070718,154928,1394984
070718,155028,1396776
070718,155128,1397032
070718,155229,1397289
070718,155329,1397545
070718,155429,1397801
070718,155529,1398057
070718,155629,1398313
070718,155729,1398569
070718,155830,1398832
070718,155930,1399088
070718,160030,1441840
070718,160130,1442096
070718,160230,1442352
070718,160331,1442609
070718,160431,1442865
070718,160531,1443121
070718,160631,1443377
070718,160731,1443633
070718,160831,1443889
070718,160932,1444146
070718,161032,1445938
070718,161132,1446194
070718,161232,1446450
070718,161332,1446706
070718,161432,1446962
070718,161533,1447219
070718,161633,1447475
070718,161733,1447731
070718,161833,1447987
070718,161933,1448243
070718,162033,1450035
070718,162134,1450292
070718,162234,1450548
070718,162334,1450804
070718,162434,1451060
070718,162534,1451316
070718,162635,1451573
070718,162735,1451829
070718,162835,1452085
070718,162935,1452341
070718,163035,1454133
070718,163135,1454389
070718,163236,1454646
070718,163336,1454902
070718,163436,1455158
070718,163536,1455414
070718,163636,1455670
070718,163736,1455926
070718,163837,1456183
070718,163937,1456439
070718,164037,1458231
070718,164137,1458487
070718,164237,1458743
070718,164337,1458999
070718,164438,1459256
070718,164538,1459512
070718,164638,1459768
070718,164738,1460024
070718,164838,1460280
070718,164939,1460537
070718,165039,1462329
070718,165139,1462585
070718,165239,1462841
070718,165339,1463097
070718,165439,1463353
070718,165540,1463616
070718,165640,1463872
070718,165740,1464128
070718,165840,1464384
070718,165940,1464640
070718,170040,1507392
070718,170141,1507649
070718,170241,1507905
070718,170341,1508161
070718,170441,1508417
070718,170541,1508673
070718,170641,1508929
070718,170742,1509186
070718,170842,1509442
070718,170942,1509698
070718,171042,1511490
070718,171142,1511746
070718,171243,1512003
070718,171343,1512259
070718,171443,1512515
070718,171543,1512771
070718,171643,1513027
070718,171743,1513283
070718,171844,1513540
070718,171944,1513796
070718,172044,1515588
070718,172144,1515844
070718,172244,1516100
070718,172344,1516356
070718,172445,1516613
070718,172545,1516869
070718,172645,1517125
070718,172745,1517381
070718,172845,1517637
070718,172945,1517893
070718,173046,1519686
070718,173146,1519942
070718,173246,1520198
070718,173346,1520454
070718,173446,1520710
070718,173547,1520967
070718,173647,1521223
070718,173747,1521479
070718,173847,1521735
070718,173947,1521991
070718,174047,1523783
070718,174148,1524040
070718,174248,1524296
070718,174348,1524552
070718,174448,1524808
070718,174548,1525064
070718,174648,1525320
