Fecha,Hora,Coincidencias
060718,223228,2241064
060718,223329,2241321
060718,223429,2241577
060718,223529,2241833
060718,223629,2242089
060718,223729,2242345
060718,223829,2242601
060718,223930,2242864
060718,224030,2244656
060718,224130,2244912
060718,224230,2245168
060718,224330,2245424
060718,224431,2245681
060718,224531,2245937
060718,224631,2246193
060718,224731,2246449
060718,224831,2246705
060718,224931,2246961
060718,225032,2248754
060718,225132,2249010
060718,225232,2249266
060718,225332,2249522
060718,225432,2249778
060718,225532,2250034
060718,225633,2250291
060718,225733,2250547
060718,225833,2250803
060718,225933,2251059
060718,230033,2293811
060718,230133,2294067
060718,230234,2294324
060718,230334,2294580
060718,230434,2294836
060718,230534,2295092
060718,230634,2295348
060718,230735,2295605
060718,230835,2295861
060718,230935,2296117
060718,231035,2297909
060718,231135,2298165
060718,231235,2298421
060718,231336,2298678
060718,231436,2298934
060718,231536,2299190
060718,231636,2299446
060718,231736,2299702
060718,231836,2299958
060718,231937,2300215
060718,232037,2302007
060718,232137,2302263
060718,232237,2302519
060718,232337,2302775
060718,232437,2303031
060718,232538,2303288
060718,232638,2303544
060718,232738,2303800
060718,232838,2304056
060718,232938,2304312
060718,233038,2306104
060718,233139,2306361
060718,233239,2306617
060718,233339,2306873
060718,233439,2307129
060718,233539,2307385
060718,233640,2307648
060718,233740,2307904
060718,233840,2308160
060718,233940,2308416
060718,234040,2310208
060718,234140,2310464
060718,234241,2310721
060718,234341,2310977
060718,234441,2311233
060718,234541,2311489
060718,234641,2311745
060718,234741,2312001
060718,234842,2312258
060718,234942,2312514
060718,235042,2314306
060718,235142,2314562
060718,235242,2314818
060718,235342,2315074
060718,235443,2315331
060718,235543,2315587
060718,235643,2315843
060718,235743,2316099
060718,235843,2316355
060718,235944,2316612
070718,000044,68
070718,000144,324
070718,000244,580
070718,000344,836
070718,000444,1092
070718,000545,1349
070718,000645,1605
070718,000745,1861
070718,000845,2117
070718,000945,2373
070718,001045,4165
070718,001146,4422
070718,001246,4678
070718,001346,4934
070718,001446,5190
070718,001546,5446
070718,001646,5702
070718,001747,5959
070718,001847,6215
070718,001947,6471
070718,002047,8263
070718,002147,8519
070718,002248,8776
070718,002348,9032
070718,002448,9288
070718,002548,9544
070718,002648,9800
070718,002748,10056
070718,002849,10313
070718,002949,10569
070718,003049,12361
070718,003149,12617
070718,003249,12873
070718,003349,13129
070718,003450,13392
070718,003550,13648
070718,003650,13904
070718,003750,14160
070718,003850,14416
070718,003950,14672
070718,004051,16465
070718,004151,16721
070718,004251,16977
070718,004351,17233
070718,004451,17489
070718,004552,17746
070718,004652,18002
070718,004752,18258
070718,004852,18514
070718,004952,18770
070718,005052,20562
070718,005153,20819
070718,005253,21075
070718,005353,21331
070718,005453,21587
070718,005553,21843
070718,005653,22099
070718,005754,22356
070718,005854,22612
070718,005954,22868
070718,010054,65620
070718,010154,65876
070718,010254,66132
070718,010355,66389
070718,010455,66645
070718,010555,66901
070718,010655,67157
070718,010755,67413
070718,010856,67670
070718,010956,67926
070718,011056,69718
070718,011156,69974
070718,011256,70230
070718,011356,70486
070718,011457,70743
070718,011557,70999
070718,011657,71255
070718,011757,71511
070718,011857,71767
070718,011957,72023
070718,012058,73816
070718,012158,74072
070718,012258,74328
070718,012358,74584
070718,012458,74840
070718,012558,75096
070718,012659,75353
070718,012759,75609
070718,012859,75865
070718,012959,76121
070718,013059,77913
070718,013200,78336
070718,013300,78592
070718,013400,78848
070718,013500,79104
070718,013600,79360
070718,013700,79616
070718,013801,79873
070718,013901,80129
070718,014001,81921
070718,014101,82177
070718,014201,82433
070718,014301,82689
070718,014402,82946
070718,014502,83202
070718,014602,83458
070718,014702,83714
070718,014802,83970
070718,014902,84226
070718,015003,86019
070718,015103,86275
070718,015203,86531
070718,015303,86787
070718,015403,87043
070718,015504,87300
070718,015604,87556
070718,015704,87812
070718,015804,88068
070718,015904,88324
070718,020004,131076
070718,020105,131333
070718,020205,131589
070718,020305,131845
070718,020405,132101
070718,020505,132357
070718,020605,132613
070718,020706,132870
070718,020806,133126
070718,020906,133382
070718,021006,135174
070718,021106,135430
070718,021206,135686
070718,021307,135943
070718,021407,136199
070718,021507,136455
070718,021607,136711
070718,021707,136967
070718,021808,137224
070718,021908,137480
070718,022008,139272
070718,022108,139528
070718,022208,139784
070718,022308,140040
070718,022409,140297
070718,022509,140553
070718,022609,140809
070718,022709,141065
070718,022809,141321
070718,022909,141577
070718,023010,143376
070718,023110,143632
070718,023210,143888
070718,023310,144144
070718,023410,144400
070718,023510,144656
070718,023611,144913
070718,023711,145169
070718,023811,145425
070718,023911,145681
070718,024011,147473
070718,024112,147730
070718,024212,147986
070718,024312,148242
070718,024412,148498
070718,024512,148754
070718,024612,149010
070718,024713,149267
070718,024813,149523
070718,024913,149779
070718,025013,151571
070718,025113,151827
070718,025213,152083
070718,025314,152340
070718,025414,152596
070718,025514,152852
070718,025614,153108
070718,025714,153364
070718,025814,153620
070718,025915,153877
070718,030015,196629
070718,030115,196885
070718,030215,197141
070718,030315,197397
070718,030416,197654
070718,030516,197910
070718,030616,198166
070718,030716,198422
070718,030816,198678
070718,030916,198934
070718,031017,200727
070718,031117,200983
070718,031217,201239
070718,031317,201495
070718,031417,201751
070718,031517,202007
070718,031618,202264
070718,031718,202520
070718,031818,202776
070718,031918,203032
070718,032018,204824
070718,032118,205080
070718,032219,205337
070718,032319,205593
070718,032419,205849
070718,032519,206105
070718,032619,206361
070718,032720,206624
070718,032820,206880
070718,032920,207136
070718,033020,208928
070718,033120,209184
070718,033220,209440
070718,033321,209697
070718,033421,209953
070718,033521,210209
070718,033621,210465
070718,033721,210721
070718,033821,210977
070718,033922,211234
070718,034022,213026
070718,034122,213282
070718,034222,213538
070718,034322,213794
070718,034422,214050
070718,034523,214307
070718,034623,214563
070718,034723,214819
070718,034823,215075
070718,034923,215331
070718,035023,217123
070718,035124,217380
070718,035224,217636
070718,035324,217892
070718,035424,218148
070718,035524,218404
070718,035625,218661
070718,035725,218917
070718,035825,219173
070718,035925,219429
070718,040025,262181
070718,040125,262437
070718,040226,262694
070718,040326,262950
070718,040426,263206
070718,040526,263462
070718,040626,263718
070718,040726,263974
070718,040827,264231
070718,040927,264487
070718,041027,266279
070718,041127,266535
070718,041227,266791
070718,041327,267047
070718,041428,267304
070718,041528,267560
070718,041628,267816
070718,041728,268072
070718,041828,268328
070718,041929,268585
070718,042029,270377
070718,042129,270633
070718,042229,270889
070718,042329,271145
070718,042429,271401
070718,042530,271664
070718,042630,271920
070718,042730,272176
070718,042830,272432
070718,042930,272688
070718,043030,274480
070718,043131,274737
070718,043231,274993
070718,043331,275249
070718,043431,275505
070718,043531,275761
070718,043631,276017
070718,043732,276274
070718,043832,276530
070718,043932,276786
070718,044032,278578
070718,044132,278834
070718,044233,279091
070718,044333,279347
070718,044433,279603
070718,044533,279859
070718,044633,280115
070718,044733,280371
070718,044834,280628
070718,044934,280884
070718,045034,282676
070718,045134,282932
070718,045234,283188
070718,045334,283444
070718,045435,283701
070718,045535,283957
070718,045635,284213
070718,045735,284469
070718,045835,284725
070718,045935,284981
070718,050036,327734
070718,050136,327990
070718,050236,328246
070718,050336,328502
070718,050436,328758
070718,050537,329015
070718,050637,329271
070718,050737,329527
070718,050837,329783
070718,050937,330039
070718,051037,331831
070718,051138,332088
070718,051238,332344
070718,051338,332600
070718,051438,332856
070718,051538,333112
070718,051638,333368
070718,051739,333625
070718,051839,333881
070718,051939,334137
070718,052039,335929
070718,052139,336185
070718,052239,336441
070718,052340,336704
070718,052440,336960
070718,052540,337216
070718,052640,337472
070718,052740,337728
070718,052841,337985
070718,052941,338241
070718,053041,340033
070718,053141,340289
070718,053241,340545
070718,053341,340801
070718,053442,341058
070718,053542,341314
070718,053642,341570
070718,053742,341826
070718,053842,342082
070718,053942,342338
070718,054043,344131
070718,054143,344387
070718,054243,344643
070718,054343,344899
070718,054443,345155
070718,054543,345411
070718,054644,345668
070718,054744,345924
070718,054844,346180
070718,054944,346436
070718,055044,348228
070718,055145,348485
070718,055245,348741
070718,055345,348997
070718,055445,349253
070718,055545,349509
070718,055645,349765
070718,055746,350022
070718,055846,350278
070718,055946,350534
070718,060046,393286
070718,060146,393542
070718,060246,393798
070718,060347,394055
070718,060447,394311
070718,060547,394567
070718,060647,394823
070718,060747,395079
070718,060847,395335
070718,060948,395592
070718,061048,397384
070718,061148,397640
070718,061248,397896
070718,061348,398152
070718,061449,398409
070718,061549,398665
070718,061649,398921
070718,061749,399177
070718,061849,399433
070718,061949,399689
070718,062050,401488
070718,062150,401744
070718,062250,402000
070718,062350,402256
070718,062450,402512
070718,062550,402768
070718,062651,403025
070718,062751,403281
070718,062851,403537
070718,062951,403793
070718,063051,405585
070718,063151,405841
070718,063252,406098
070718,063352,406354
070718,063452,406610
070718,192505,1647877
070718,192606,1648134
070718,192706,1648390
070718,192806,1648646
070718,192906,1648902
070718,193006,1650694
070718,193107,1650951
070718,193207,1651207
070718,193307,1651463
070718,193407,1651719
070718,193507,1651975
070718,193607,1652231
070718,193708,1652488
070718,193808,1652744
070718,193908,1653000
070718,194008,1654792
070718,194108,1655048
070718,194208,1655304
070718,194309,1655561
070718,194409,1655817
070718,194509,1656073
070718,194609,1656329
070718,194709,1656585
070718,194809,1656841
070718,194910,1657104
070718,195010,1658896
070718,195110,1659152
070718,195210,1659408
070718,195310,1659664
070718,195410,1659920
070718,195511,1660177
070718,195611,1660433
070718,195711,1660689
070718,195811,1660945
070718,195911,1661201
070718,200012,2097170
070718,200112,2097426
070718,200212,2097682
070718,200312,2097938
070718,200412,2098194
070718,200512,2098450
070718,200613,2098707
070718,200713,2098963
070718,200813,2099219
070718,200913,2099475
070718,201013,2101267
070718,201113,2101523
070718,201214,2101780
070718,201314,2102036
070718,201414,2102292
070718,201514,2102548
070718,201614,2102804
070718,201715,2103061
070718,201815,2103317
070718,201915,2103573
070718,202015,2105365
070718,202115,2105621
070718,202215,2105877
070718,202316,2106134
070718,202416,2106390
070718,202516,2106646
070718,202616,2106902
070718,202716,2107158
070718,202816,2107414
070718,202917,2107671
070718,203017,2109463
070718,203117,2109719
070718,203217,2109975
070718,203317,2110231
070718,203417,2110487
070718,203518,2110744
070718,203618,2111000
070718,203718,2111256
070718,203818,2111512
070718,203918,2111768
070718,204019,2113561
070718,204119,2113817
070718,204219,2114073
070718,204319,2114329
070718,204419,2114585
070718,204519,2114841
070718,204620,2115104
070718,204720,2115360
070718,204820,2115616
070718,204920,2115872
070718,205020,2117664
070718,205120,2117920
070718,205221,2118177
070718,205321,2118433
070718,205421,2118689
070718,205521,2118945
070718,205621,2119201
070718,205721,2119457
070718,205822,2119714
070718,205922,2119970
070718,210022,2162722
070718,210122,2162978
070718,210222,2163234
070718,210322,2163490
070718,210423,2163747
070718,210523,2164003
070718,210623,2164259
070718,210723,2164515
070718,210823,2164771
070718,210924,2165028
070718,211024,2166820
070718,211124,2167076
070718,211224,2167332
070718,211324,2167588
070718,211424,2167844
070718,211525,2168101
070718,211625,2168357
070718,211725,2168613
070718,211825,2168869
070718,211925,2169125
070718,212025,2170917
070718,212126,2171174
070718,212226,2171430
070718,212326,2171686
070718,212426,2171942
070718,212526,2172198
070718,212626,2172454
070718,212727,2172711
070718,212827,2172967
070718,212927,2173223
070718,213027,2175015
070718,213127,2175271
070718,213228,2175528
070718,213328,2175784
070718,213428,2176040
070718,213528,2176296
070718,213628,2176552
070718,213728,2176808
070718,213829,2177065
070718,213929,2177321
070718,214029,2179113
070718,214129,2179369
070718,214229,2179625
070718,214329,2179881
070718,214430,2180144
070718,214530,2180400
070718,214630,2180656
070718,214730,2180912
070718,214830,2181168
070718,214930,2181424
070718,215031,2183217
070718,215131,2183473
070718,215231,2183729
070718,215331,2183985
070718,215431,2184241
070718,215532,2184498
070718,215632,2184754
070718,215732,2185010
070718,215832,2185266
070718,215932,2185522
070718,220032,2228274
070718,220133,2228531
070718,220233,2228787
070718,220333,2229043
070718,220433,2229299
070718,220533,2229555
070718,220633,2229811
070718,220734,2230068
070718,220834,2230324
070718,220934,2230580
070718,221034,2232372
070718,221134,2232628
070718,221234,2232884
070718,221335,2233141
070718,221435,2233397
070718,221535,2233653
070718,221635,2233909
070718,221735,2234165
070718,221836,2234422
070718,221936,2234678
070718,222036,2236470
070718,222136,2236726
070718,222236,2236982
070718,222336,2237238
070718,222437,2237495
070718,222537,2237751
070718,222637,2238007
070718,222737,2238263
070718,222837,2238519
070718,222937,2238775
070718,223038,2240568
070718,223138,2240824
070718,223238,2241080
070718,223338,2241336
070718,223438,2241592
070718,223538,2241848
070718,223639,2242105
070718,223739,2242361
070718,223839,2242617
070718,223939,2242873
070718,224039,2244665
070718,224140,2244928
070718,224240,2245184
070718,224340,2245440
070718,224440,2245696
070718,224540,2245952
070718,224640,2246208
070718,224741,2246465
070718,224841,2246721
070718,224941,2246977
070718,225041,2248769
070718,225141,2249025
070718,225241,2249281
070718,225342,2249538
070718,225442,2249794
070718,225542,2250050
070718,225642,2250306
070718,225742,2250562
070718,225842,2250818
070718,225943,2251075
070718,230043,2293827
070718,230143,2294083
070718,230243,2294339
070718,230343,2294595
070718,230444,2294852
070718,230544,2295108
070718,230644,2295364
070718,230744,2295620
070718,230844,2295876
070718,230944,2296132
070718,231045,2297925
070718,231145,2298181
070718,231245,2298437
070718,231345,2298693
070718,231445,2298949
070718,231545,2299205
070718,231646,2299462
070718,231746,2299718
070718,231846,2299974
070718,231946,2300230
070718,232046,2302022
070718,232146,2302278
070718,232247,2302535
070718,232347,2302791
070718,232447,2303047
070718,232547,2303303
070718,232647,2303559
070718,232748,2303816
070718,232848,2304072
070718,232948,2304328
070718,233048,2306120
070718,233148,2306376
070718,233248,2306632
070718,233349,2306889
070718,233449,2307145
070718,233549,2307401
070718,233649,2307657
070718,233749,2307913
070718,233849,2308169
070718,233950,2308432
070718,234050,2310224
070718,234150,2310480
070718,234250,2310736
070718,234350,2310992
070718,234450,2311248
070718,234551,2311505
070718,234651,2311761
070718,234751,2312017
070718,234851,2312273
070718,234951,2312529
070718,235052,2314322
070718,235152,2314578
070718,235252,2314834
070718,235352,2315090
070718,235452,2315346
070718,235552,2315602
070718,235653,2315859
070718,235753,2316115
070718,235853,2316371
070718,235953,2316627
080718,000053,83
080718,000153,339
080718,000254,596
080718,000354,852
080718,000454,1108
