Fecha,Hora(UTC),Coincidencias
200220,225517,62
200220,225617,70
200220,225718,82
200220,225818,86
200220,225918,63
200220,230018,68
200220,230118,53
200220,230218,76
200220,230319,66
200220,230419,69
200220,230519,81
200220,230619,67
200220,230719,81
200220,230820,57
200220,230920,76
200220,231020,74
200220,231120,80
200220,231220,80
200220,231320,69
200220,231421,83
200220,231521,59
200220,231621,76
200220,231721,62
200220,231821,76
200220,231921,71
200220,232022,84
200220,232122,82
200220,232222,74
200220,232322,69
200220,232422,56
200220,232522,87
200220,232623,55
200220,232723,62
200220,232823,86
200220,232923,57
200220,233023,66
200220,233124,78
200220,233224,68
200220,233324,83
200220,233424,68
200220,233524,71
200220,233624,82
200220,233725,61
200220,233825,60
200220,233925,66
200220,234025,80
200220,234125,67
200220,234225,82
200220,234326,71
200220,234426,64
200220,234526,77
200220,234626,77
200220,234726,61
200220,234826,66
200220,234927,68
200220,235027,76
200220,235127,73
200220,235227,64
200220,235327,63
200220,235427,65
200220,235528,74
200220,235628,72
200220,235728,67
200220,235828,74
200220,235928,77
210220,000029,56
210220,000129,74
210220,000229,64
210220,000329,83
210220,000429,71
210220,000529,87
210220,000630,80
210220,000730,75
210220,000830,70
210220,000930,72
210220,001030,75
210220,001130,82
210220,001231,80
210220,001331,81
210220,001431,67
210220,001531,70
210220,001631,89
210220,001731,67
210220,001832,76
210220,001932,63
210220,002032,76
210220,002132,78
210220,002232,78
210220,002332,75
210220,002433,74
210220,002533,78
210220,002633,84
210220,002733,57
210220,002833,74
210220,002934,61
210220,003034,68
210220,003134,76
210220,003234,75
210220,003334,62
210220,003434,65
210220,003535,63
210220,003635,83
210220,003735,73
210220,003835,89
210220,003935,68
210220,004035,71
210220,004136,85
210220,004236,76
210220,004336,80
210220,004436,71
210220,004536,71
210220,004636,78
210220,004737,74
210220,004837,70
210220,004937,67
210220,005037,77
210220,005137,74
210220,005238,64
210220,005338,82
210220,005438,85
210220,005538,78
210220,005638,62
210220,005738,77
210220,005839,68
210220,005939,75
210220,010039,72
210220,010139,70
210220,010239,70
210220,010339,87
210220,010440,61
210220,010540,85
210220,010640,67
210220,010740,65
210220,010840,60
210220,010940,71
210220,011041,69
210220,011141,69
210220,011241,73
210220,011341,68
210220,011441,77
210220,011541,55
210220,011642,65
210220,011742,86
210220,011842,66
210220,011942,73
210220,012042,59
210220,012143,76
210220,012243,90
210220,012343,61
210220,012443,74
210220,012543,67
210220,012643,61
210220,012744,92
210220,012844,79
210220,012944,59
210220,013044,81
210220,013144,70
210220,013244,74
210220,013345,89
210220,013445,74
210220,013545,72
210220,013645,67
210220,013745,60
210220,013845,67
210220,013946,66
210220,014046,58
210220,014146,81
210220,014246,75
210220,014346,76
210220,014446,69
210220,014547,69
210220,014647,73
210220,014747,62
210220,014847,76
210220,014947,77
210220,015048,74
210220,015148,80
210220,015248,76
210220,015348,74
210220,015448,67
210220,015548,77
210220,015649,81
210220,015749,72
210220,015849,67
210220,015949,75
210220,020049,76
210220,020149,60
210220,020250,74
210220,020350,57
210220,020450,68
210220,020550,73
210220,020650,78
210220,020750,83
210220,020851,74
210220,020951,82
210220,021051,70
210220,021151,79
210220,021251,66
210220,021352,67
210220,021452,71
210220,021552,73
210220,021652,67
210220,021752,80
210220,021852,68
210220,021953,80
210220,022053,81
210220,022153,77
210220,022253,73
210220,022353,53
210220,022453,84
210220,022554,88
210220,022654,72
210220,022754,77
210220,022854,73
210220,022954,81
210220,023054,73
210220,023155,72
210220,023255,74
210220,023355,75
210220,023455,90
210220,023555,73
210220,023655,58
210220,023756,73
210220,023856,69
210220,023956,59
210220,024056,70
210220,024156,100
210220,024257,70
210220,024357,65
210220,024457,66
210220,024557,66
210220,024657,75
210220,024757,72
210220,024858,68
210220,024958,65
210220,025058,85
210220,025158,67
210220,025258,61
210220,025358,66
210220,025459,66
210220,025559,67
210220,025659,81
210220,025759,108
210220,025859,71
210220,025959,75
210220,030100,65
210220,030200,66
210220,030300,86
210220,030400,67
210220,030500,67
210220,030600,77
210220,030701,73
210220,030801,72
210220,030901,81
210220,031001,86
210220,031101,56
210220,031202,86
210220,031302,83
210220,031402,71
210220,031502,81
210220,031602,71
210220,031702,74
210220,031803,58
210220,031903,70
210220,032003,82
210220,032103,58
210220,032203,75
210220,032303,68
210220,032404,74
210220,032504,74
210220,032604,67
210220,032704,59
210220,032804,73
210220,032904,74
210220,033005,73
210220,033105,81
210220,033205,74
210220,033305,95
210220,033405,71
210220,033506,74
210220,033606,71
210220,033706,75
210220,033806,58
210220,033906,72
210220,034006,65
210220,034107,63
210220,034207,69
210220,034307,79
210220,034407,71
210220,034507,67
210220,034607,70
210220,034708,60
210220,034808,76
210220,034908,68
210220,035008,74
210220,035108,81
210220,035208,53
210220,035309,81
210220,035409,81
210220,035509,67
210220,035609,63
210220,035709,72
210220,035809,65
210220,035910,77
210220,040010,84
210220,040110,96
210220,040210,67
210220,040310,88
210220,040411,91
210220,040511,73
210220,040611,61
210220,040711,71
210220,040811,69
210220,040911,81
210220,041012,63
210220,041112,75
210220,041212,66
210220,041312,72
210220,041412,87
210220,041512,72
210220,041613,85
210220,041713,71
210220,041813,94
210220,041913,64
210220,042013,67
210220,042113,75
210220,042214,78
210220,042314,66
210220,042414,86
210220,042514,92
210220,042614,84
210220,042714,74
210220,042815,78
210220,042915,72
210220,043015,88
210220,043115,70
210220,043215,64
210220,043316,83
210220,043416,82
210220,043516,76
210220,043616,69
210220,043716,68
210220,043816,76
210220,043917,59
210220,044017,83
210220,044117,75
210220,044217,87
210220,044317,81
210220,044417,82
210220,044518,77
210220,044618,75
210220,044718,72
210220,044818,72
210220,044918,65
210220,045018,68
210220,045119,76
210220,045219,69
210220,045319,87
210220,045419,69
210220,045519,67
210220,045620,64
210220,045720,64
210220,045820,65
210220,045920,69
210220,050020,85
210220,050120,61
210220,050221,72
210220,050321,79
210220,050421,71
210220,050521,83
210220,050621,79
210220,050721,81
210220,050822,77
210220,050922,84
210220,051022,74
210220,051122,77
210220,051222,83
210220,051322,70
210220,051423,64
210220,051523,87
210220,051623,55
210220,051723,66
210220,051823,71
210220,051923,77
210220,052024,83
210220,052124,81
210220,052224,53
210220,052324,75
210220,052424,77
210220,052525,72
210220,052625,83
210220,052725,62
210220,052825,84
210220,052925,63
210220,053025,71
210220,053126,77
210220,053226,77
210220,053326,89
210220,053426,72
210220,053526,74
210220,053626,83
210220,053727,58
210220,053827,71
210220,053927,75
210220,054027,87
210220,054127,73
210220,054227,92
210220,054328,75
210220,054428,73
210220,054528,70
210220,054628,86
210220,054728,77
210220,054829,63
210220,054929,75
210220,055029,81
210220,055129,65
210220,055229,67
210220,055329,81
210220,055430,85
210220,055530,62
210220,055630,83
210220,055730,70
210220,055830,72
210220,055930,75
210220,060031,76
210220,060131,82
210220,060231,67
210220,060331,83
210220,060431,86
210220,060531,77
210220,060632,72
210220,060732,58
210220,060832,85
210220,060932,69
210220,061032,82
210220,061132,70
210220,061233,67
210220,061333,74
210220,061433,86
210220,061533,60
210220,061633,81
210220,061734,60
210220,061834,78
210220,061934,74
210220,062034,65
210220,062134,63
210220,062234,73
210220,062335,81
210220,062435,61
210220,062535,78
210220,062635,61
210220,062735,76
210220,062835,79
210220,062936,82
210220,063036,80
210220,063136,73
210220,063236,74
210220,063336,83
210220,063436,60
210220,063537,70
210220,063637,71
210220,063737,59
210220,063837,76
210220,063937,56
210220,064037,83
210220,064138,83
210220,064238,66
210220,064338,52
210220,064438,72
210220,064538,64
210220,064639,86
210220,064739,83
210220,064839,78
210220,064939,82
210220,065039,90
210220,065139,72
210220,065240,92
210220,065340,92
210220,065440,81
210220,065540,82
210220,065640,74
210220,065740,82
210220,065841,76
210220,065941,70
210220,070041,79
210220,070141,82
210220,070241,94
210220,070341,82
210220,070442,72
210220,070542,84
210220,070642,73
210220,070742,68
210220,070842,74
210220,070943,67
210220,071043,66
210220,071143,99
210220,071243,72
210220,071343,74
210220,071443,98
210220,071544,81
210220,071644,77
210220,071744,84
210220,071844,82
210220,071944,87
210220,072044,54
210220,072145,73
210220,072245,80
210220,072345,63
210220,072445,71
210220,072545,73
210220,072645,76
210220,072746,74
210220,072846,76
210220,072946,75
210220,073046,86
210220,073146,78
210220,073246,75
210220,073347,70
210220,073447,76
210220,073547,75
210220,073647,74
210220,073747,77
210220,073848,83
210220,073948,85
210220,074048,76
210220,074148,71
210220,074248,68
210220,074348,71
210220,074449,75
210220,074549,84
210220,074649,69
210220,074749,83
210220,074849,60
210220,074949,74
210220,075050,91
210220,075150,74
210220,075250,86
210220,075350,71
210220,075450,71
210220,075550,81
210220,075651,76
210220,075751,63
210220,075851,87
210220,075951,78
210220,080051,74
210220,080151,68
210220,080252,74
210220,080352,71
210220,080452,79
210220,080552,70
210220,080652,66
210220,080753,80
210220,080853,56
210220,080953,77
210220,081053,81
210220,081153,71
210220,081253,90
210220,081354,71
210220,081454,91
210220,081554,87
210220,081654,84
210220,081754,79
210220,081854,58
210220,081955,73
210220,082055,79
210220,082155,73
210220,082255,85
210220,082355,82
210220,082455,62
210220,082556,74
210220,082656,72
210220,082756,88
210220,082856,78
210220,082956,71
210220,083057,58
210220,083157,81
210220,083257,84
210220,083357,67
210220,083457,84
210220,083557,83
210220,083658,69
210220,083758,72
210220,083858,79
210220,083958,74
210220,084058,61
210220,084158,78
210220,084259,79
210220,084359,83
210220,084459,79
210220,084559,78
210220,084659,76
210220,084759,74
210220,084900,77
210220,085000,86
210220,085100,75
210220,085200,76
210220,085300,83
210220,085400,75
210220,085501,69
210220,085601,75
210220,085701,82
210220,085801,83
210220,085901,76
210220,090002,83
210220,090102,83
210220,090202,73
210220,090302,83
210220,090402,87
210220,090502,89
210220,090603,78
210220,090703,91
210220,090803,64
210220,090903,85
210220,091003,97
210220,091103,83
210220,091204,69
210220,091304,53
210220,091404,88
210220,091504,86
210220,091604,105
210220,091704,73
210220,091805,68
210220,091905,92
210220,092005,87
210220,092105,79
210220,092205,75
210220,092306,92
210220,092406,95
210220,092506,76
210220,092606,79
210220,092706,73
210220,092806,63
210220,092907,77
210220,093007,76
210220,093107,76
210220,093207,81
210220,093307,66
210220,093407,78
210220,093508,71
210220,093608,74
210220,093708,76
210220,093808,75
210220,093908,76
210220,094008,90
210220,094109,70
210220,094209,71
210220,094309,95
210220,094409,74
210220,094509,84
210220,094609,77
210220,094710,79
210220,094810,78
210220,094910,52
210220,095010,93
210220,095110,72
210220,095211,67
210220,095311,84
210220,095411,55
210220,095511,77
210220,095611,79
210220,095711,81
210220,095812,80
210220,095912,81
210220,100012,74
210220,100112,88
210220,100212,65
210220,100312,72
210220,100413,67
210220,100513,72
210220,100613,67
210220,100713,74
210220,100813,68
210220,100913,79
210220,101014,72
210220,101114,80
210220,101214,79
210220,101314,74
210220,101414,71
210220,101514,79
210220,101615,85
210220,101715,81
210220,101815,91
210220,101915,74
210220,102015,69
210220,102116,96
210220,102216,94
210220,102316,94
210220,102416,71
210220,102516,75
210220,102616,71
210220,102717,77
210220,102817,71
210220,102917,75
210220,103017,82
210220,103117,66
210220,103217,85
210220,103318,85
210220,103418,88
210220,103518,67
210220,103618,66
210220,103718,85
210220,103818,88
210220,103919,84
210220,104019,76
210220,104119,88
210220,104219,84
210220,104319,68
210220,104420,82
210220,104520,79
210220,104620,85
210220,104720,90
210220,104820,75
210220,104920,76
210220,105021,58
210220,105121,77
210220,105221,77
210220,105321,81
210220,105421,73
210220,105521,85
210220,105622,86
210220,105722,67
210220,105822,65
210220,105922,61
210220,110022,58
210220,110122,77
210220,110223,56
210220,110323,73
210220,110423,89
210220,110523,75
210220,110623,61
210220,110723,78
210220,110824,67
210220,110924,87
210220,111024,79
210220,111124,72
210220,111224,81
210220,111325,94
210220,111425,67
210220,111525,57
210220,111625,81
210220,111725,84
210220,111825,89
210220,111926,82
210220,112026,77
210220,112126,60
210220,112226,86
210220,112326,81
210220,112426,79
210220,112527,68
210220,112627,75
210220,112727,81
210220,112827,60
210220,112927,80
210220,113027,83
210220,113128,73
210220,113228,77
210220,113328,73
210220,113428,81
210220,113528,73
210220,113628,87
210220,113729,77
210220,113829,87
210220,113929,94
210220,114029,81
210220,114129,67
210220,114230,93
210220,114330,76
210220,114430,67
210220,114530,82
210220,114630,77
210220,114730,86
210220,114831,67
210220,114931,77
210220,115031,94
210220,115131,74
210220,115231,73
210220,115331,83
210220,115432,81
210220,115532,93
210220,115632,78
210220,115732,68
210220,115832,78
210220,115932,76
210220,120033,74
210220,120133,72
210220,120233,77
210220,120333,74
210220,120433,91
210220,120534,71
210220,120634,70
210220,120734,71
210220,120834,82
210220,120934,68
210220,121034,63
210220,121135,85
210220,121235,76
210220,121335,69
210220,121435,61
210220,121535,69
210220,121635,76
210220,121736,75
210220,121836,72
210220,121936,80
210220,122036,86
210220,122136,70
210220,122236,76
210220,122337,61
210220,122437,71
210220,122537,62
210220,122637,87
210220,122737,90
210220,122837,69
210220,122938,67
210220,123038,79
210220,123138,82
210220,123238,97
210220,123338,76
210220,123439,75
210220,123539,80
210220,123639,82
210220,123739,69
210220,123839,79
210220,123939,83
210220,124040,83
210220,124140,84
210220,124240,90
210220,124340,64
210220,124440,79
210220,124540,74
210220,124641,79
210220,124741,67
210220,124841,81
210220,124941,79
210220,125041,76
210220,125141,73
210220,125242,73
210220,125342,65
210220,125442,88
210220,125542,97
210220,125642,79
210220,125742,74
210220,125843,72
210220,125943,85
210220,130043,86
210220,130143,78
210220,130243,85
210220,130344,70
210220,130444,92
210220,130544,84
210220,130644,75
210220,130744,72
210220,130844,76
210220,130945,85
210220,131045,98
210220,131145,69
210220,131245,75
210220,131345,67
210220,131445,73
210220,131546,87
210220,131646,70
210220,131746,64
210220,131846,92
210220,131946,77
210220,132046,89
210220,132147,93
210220,132247,75
210220,132347,64
210220,132447,76
210220,132547,84
210220,132648,69
210220,132748,81
210220,132848,68
210220,132948,73
210220,133048,78
210220,133148,89
210220,133249,67
210220,133349,77
210220,133449,91
210220,133549,72
210220,133649,80
210220,133749,69
210220,133850,73
210220,133950,67
210220,134050,80
210220,134150,80
210220,134250,86
210220,134350,69
210220,134451,86
210220,134551,71
210220,134651,81
210220,134751,78
210220,134851,63
210220,134951,77
210220,135052,88
210220,135152,85
210220,135252,67
210220,135352,88
210220,135452,79
210220,135553,61
210220,135653,73
210220,135753,88
210220,135853,70
210220,135953,70
210220,140053,75
210220,140154,70
210220,140254,83
210220,140354,69
210220,140454,66
210220,140554,87
210220,140654,70
210220,140755,74
210220,140855,101
210220,140955,82
210220,141055,91
210220,141155,71
210220,141255,56
210220,141356,79
210220,141456,58
210220,141556,75
210220,141656,75
210220,141756,72
210220,141857,74
210220,141957,79
210220,142057,84
210220,142157,71
210220,142257,65
210220,142357,92
210220,142458,79
210220,142558,77
210220,142658,76
210220,142758,75
210220,142858,89
210220,142958,66
210220,143059,82
210220,143159,80
210220,143259,62
210220,143359,82
210220,143459,72
210220,143559,63
210220,143700,80
210220,143800,85
210220,143900,77
210220,144000,80
210220,144100,88
210220,144200,88
210220,144301,64
210220,144401,66
210220,144501,101
210220,144601,88
210220,144701,89
210220,144802,80
210220,144902,88
210220,145002,81
210220,145102,74
210220,145202,66
210220,145302,88
210220,145403,88
210220,145503,76
210220,145603,68
210220,145703,84
210220,145803,58
210220,145903,87
210220,150004,63
210220,150104,76
210220,150204,64
210220,150304,68
210220,150404,64
210220,150504,62
210220,150605,89
210220,150705,85
210220,150805,84
210220,150905,58
210220,151005,78
210220,151105,69
210220,151206,83
210220,151306,78
210220,151406,91
210220,151506,66
210220,151606,64
210220,151707,73
210220,151807,84
210220,151907,73
210220,152007,89
210220,152107,76
210220,152207,68
210220,152308,76
210220,152408,78
210220,152508,55
210220,152608,98
210220,152708,76
210220,152808,83
210220,152909,82
210220,153009,73
210220,153109,68
210220,153209,70
210220,153309,63
210220,153409,82
210220,153510,66
210220,153610,61
210220,153710,71
210220,153810,68
210220,153910,69
210220,154011,61
210220,154111,78
210220,154211,83
210220,154311,64
210220,154411,77
210220,154511,77
210220,154612,64
210220,154712,86
210220,154812,73
210220,154912,67
210220,155012,61
210220,155112,72
210220,155213,69
210220,155313,80
210220,155413,73
210220,155513,78
210220,155613,84
210220,155713,73
210220,155814,90
210220,155914,65
210220,160014,81
210220,160114,76
210220,160214,92
210220,160314,83
210220,160415,73
210220,160515,75
210220,160615,73
210220,160715,82
210220,160815,76
210220,160916,71
210220,161016,80
210220,161116,66
210220,161216,54
210220,161316,89
210220,161416,83
210220,161517,74
210220,161617,84
210220,161717,76
210220,161817,67
210220,161917,81
210220,162017,78
210220,162118,72
210220,162218,87
210220,162318,76
210220,162418,64
210220,162518,87
210220,162618,80
210220,162719,77
210220,162819,86
210220,162919,71
210220,163019,92
210220,163119,80
210220,163219,90
210220,163320,62
210220,163420,82
210220,163520,88
210220,163620,86
210220,163720,66
210220,163821,89
210220,163921,62
210220,164021,66
210220,164121,95
210220,164221,69
210220,164321,68
210220,164422,78
210220,164522,88
210220,164622,84
210220,164722,65
210220,164822,88
210220,164922,89
210220,165023,82
210220,165123,67
210220,165223,74
210220,165323,83
210220,165423,72
210220,165523,75
210220,165624,69
210220,165724,86
210220,165824,79
210220,165924,74
210220,170024,75
210220,170125,58
210220,170225,66
210220,170325,90
210220,170425,65
210220,170525,77
210220,170625,80
210220,170726,71
210220,170826,80
210220,170926,82
210220,171026,92
210220,171126,80
210220,171226,79
210220,171327,71
210220,171427,83
210220,171527,79
210220,171627,81
210220,171727,64
210220,171827,74
210220,171928,84
210220,172028,72
210220,172128,81
210220,172228,87
210220,172328,72
210220,172428,69
210220,172529,79
210220,172629,77
210220,172729,81
210220,172829,71
210220,172929,71
210220,173030,71
210220,173130,83
210220,173230,85
210220,173330,78
210220,173430,75
210220,173530,85
210220,173631,89
210220,173731,88
210220,173831,76
210220,173931,74
210220,174031,75
210220,174131,78
210220,174232,80
210220,174332,78
210220,174432,82
210220,174532,80
210220,174632,95
210220,174732,67
210220,174833,75
210220,174933,93
210220,175033,70
210220,175133,100
210220,175233,71
210220,175334,81
210220,175434,89
210220,175534,80
210220,175634,64
210220,175734,57
210220,175834,78
210220,175935,70
210220,180035,82
210220,180135,75
210220,180235,66
210220,180335,74
210220,180435,96
210220,180536,71
210220,180636,84
210220,180736,82
210220,180836,67
210220,180936,70
210220,181036,69
210220,181137,75
210220,181237,73
210220,181337,70
210220,181437,75
210220,181537,77
210220,181637,87
210220,181738,83
210220,181838,74
210220,181938,97
210220,182038,56
210220,182138,77
210220,182239,79
210220,182339,66
210220,182439,67
210220,182539,80
210220,182639,84
210220,182739,84
210220,182840,74
210220,182940,80
210220,183040,98
210220,183140,62
210220,183240,68
210220,183340,62
210220,183441,67
210220,183541,74
210220,183641,70
210220,183741,80
210220,183841,76
210220,183941,82
210220,184042,68
210220,184142,59
210220,184242,71
210220,184342,75
210220,184442,77
210220,184542,70
210220,184643,93
210220,184743,81
210220,184843,84
210220,184943,84
210220,185043,84
210220,185144,75
210220,185244,95
210220,185344,83
210220,185444,74
210220,185544,60
210220,185644,77
210220,185745,71
210220,185845,67
210220,185945,89
210220,190045,72
210220,190145,70
210220,190245,71
210220,190346,70
210220,190446,77
210220,190546,77
210220,190646,77
210220,190746,77
210220,190846,68
210220,190947,68
210220,191047,79
210220,191147,59
210220,191247,74
210220,191347,69
210220,191448,71
210220,191548,89
210220,191648,83
210220,191748,80
210220,191848,89
210220,191948,74
210220,192049,58
210220,192149,84
210220,192249,61
210220,192349,75
210220,192449,74
210220,192549,82
210220,192650,64
210220,192750,75
210220,192850,70
210220,192950,72
210220,193050,75
210220,193150,68
210220,193251,71
210220,193351,70
210220,193451,91
210220,193551,71
210220,193651,62
210220,193751,73
210220,193852,64
210220,193952,86
210220,194052,78
210220,194152,76
210220,194252,72
210220,194353,72
210220,194453,79
210220,194553,77
210220,194653,72
210220,194753,76
210220,194853,75
210220,194954,74
210220,195054,74
210220,195154,60
210220,195254,79
210220,195354,78
210220,195454,75
210220,195555,66
210220,195655,62
210220,195755,76
210220,195855,75
210220,195955,87
210220,200055,72
210220,200156,88
210220,200256,74
210220,200356,72
210220,200456,67
210220,200556,72
210220,200657,66
210220,200757,73
210220,200857,61
210220,200957,83
210220,201057,71
210220,201157,85
210220,201258,74
210220,201358,81
210220,201458,68
210220,201558,64
210220,201658,79
210220,201758,86
210220,201859,85
210220,201959,68
210220,202059,88
210220,202159,75
210220,202259,70
210220,202359,70
210220,202500,84
210220,202600,61
210220,202700,63
210220,202800,88
210220,202900,77
210220,203000,89
210220,203101,69
210220,203201,73
210220,203301,72
210220,203401,88
210220,203501,88
210220,203602,86
210220,203702,60
210220,203802,76
210220,203902,67
210220,204002,73
210220,204102,93
210220,204203,80
210220,204303,68
210220,204403,90
210220,204503,56
210220,204603,90
210220,204703,67
210220,204804,81
210220,204904,69
210220,205004,74
210220,205104,77
210220,205204,64
210220,205304,71
210220,205405,75
210220,205505,65
210220,205605,84
210220,205705,87
210220,205805,96
210220,205905,75
210220,210006,78
210220,210106,66
210220,210206,72
210220,210306,70
210220,210406,80
210220,210507,84
210220,210607,74
210220,210707,72
210220,210807,88
210220,210907,79
210220,211007,70
210220,211108,67
210220,211208,79
210220,211308,77
210220,211408,82
210220,211508,69
210220,211608,78
210220,211709,74
210220,211809,71
210220,211909,66
210220,212009,100
210220,212109,73
210220,212209,89
210220,212310,74
210220,212410,68
210220,212510,74
210220,212610,71
210220,212710,73
210220,212811,65
210220,212911,80
210220,213011,78
210220,213111,66
210220,213211,82
210220,213311,74
210220,213412,71
210220,213512,77
210220,213612,72
210220,213712,78
210220,213812,69
210220,213912,64
210220,214013,72
210220,214113,73
210220,214213,78
210220,214313,75
210220,214413,69
210220,214513,75
210220,214614,68
210220,214714,82
210220,214814,87
210220,214914,57
210220,215014,89
210220,215114,68
210220,215215,93
210220,215315,71
210220,215415,68
210220,215515,64
210220,215615,88
210220,215716,103
210220,215816,93
210220,215916,85
210220,220016,69
210220,220116,81
210220,220216,61
210220,220317,77
210220,220417,64
