Fecha,Hora(UTC),Coincidencias
020320,172951,78
020320,173052,81
020320,173152,77
020320,173252,74
020320,173352,91
020320,173452,75
020320,173552,63
020320,173653,84
020320,173753,69
020320,173853,71
020320,173953,54
020320,174053,84
020320,174154,84
020320,174254,65
020320,174354,71
020320,174454,73
020320,174554,72
020320,174654,81
020320,174755,92
020320,174855,69
020320,174955,78
020320,175055,75
020320,175155,81
020320,175255,81
020320,175356,71
020320,175456,85
020320,175556,59
020320,175656,73
020320,175756,73
020320,175856,75
020320,175957,77
020320,180057,77
020320,180157,73
020320,180257,82
020320,180357,91
020320,180457,77
020320,180558,78
020320,180658,80
020320,180758,86
020320,180858,80
020320,180958,77
020320,181059,82
020320,181159,76
020320,181259,80
020320,181359,85
020320,181459,77
020320,181559,75
020320,181700,88
020320,181800,84
020320,181900,76
020320,182000,67
020320,182100,75
020320,182200,75
020320,182301,74
020320,182401,80
020320,182501,80
020320,182601,79
020320,182701,67
020320,182801,92
020320,182902,73
020320,183002,77
020320,183102,82
020320,183202,72
020320,183302,84
020320,183403,77
020320,183503,78
020320,183603,85
020320,183703,57
020320,183803,66
020320,183903,82
020320,184004,71
020320,184104,74
020320,184204,82
020320,184304,72
020320,184404,82
020320,184504,76
020320,184605,81
020320,184705,79
020320,184805,79
020320,184905,73
020320,185005,65
020320,185105,82
020320,185206,67
020320,185306,69
020320,185406,74
020320,185506,76
020320,185606,69
020320,185706,70
020320,185807,60
020320,185907,75
020320,190007,83
020320,190107,83
020320,190207,69
020320,190308,84
020320,190408,80
020320,190508,70
020320,190608,79
020320,190708,66
020320,190808,60
020320,190909,74
020320,191009,75
020320,191109,82
020320,191209,66
020320,191309,73
020320,191409,84
020320,191510,78
020320,191610,77
020320,191710,80
020320,191810,74
020320,191910,79
020320,192010,64
020320,192111,94
020320,192211,87
020320,192311,64
020320,192411,75
020320,192511,67
020320,192611,55
020320,192712,74
020320,192812,64
020320,192912,87
020320,193012,85
020320,193112,62
020320,193213,76
020320,193313,89
020320,193413,64
020320,193513,63
020320,193613,68
020320,193713,66
020320,193814,73
020320,193914,87
020320,194014,81
020320,194114,75
020320,194214,79
020320,194314,78
020320,194415,77
020320,194515,83
020320,194615,69
020320,194715,77
020320,194815,65
020320,194915,92
020320,195016,68
020320,195116,62
020320,195216,75
020320,195316,79
020320,195416,57
020320,195517,69
020320,195617,83
020320,195717,58
020320,195817,77
020320,195917,73
020320,200017,64
020320,200118,72
020320,200218,70
020320,200318,63
020320,200418,78
020320,200518,54
020320,200618,72
020320,200719,73
020320,200819,71
020320,200919,62
020320,201019,71
020320,201119,75
020320,201219,56
020320,201320,78
020320,201420,78
020320,201520,88
020320,201620,69
020320,201720,45
020320,201820,62
020320,201921,81
020320,202021,75
020320,202121,71
020320,202221,68
020320,202321,74
020320,202422,71
020320,202522,62
020320,202622,67
020320,202722,65
020320,202822,73
020320,202922,78
020320,203023,71
020320,203123,64
020320,203223,52
020320,203323,58
020320,203423,71
020320,203523,63
020320,203624,55
020320,203724,51
020320,203824,66
020320,203924,65
020320,204024,64
020320,204124,62
020320,204225,75
020320,204325,84
020320,204425,52
020320,204525,68
020320,204625,75
020320,204725,76
020320,204826,67
020320,204926,64
020320,205026,65
020320,205126,80
020320,205226,72
020320,205327,84
020320,205427,65
020320,205527,63
020320,205627,69
020320,205727,75
020320,205827,83
020320,205928,64
020320,210028,70
020320,210128,72
020320,210228,85
020320,210328,72
020320,210428,74
020320,210529,60
020320,210629,71
020320,210729,74
020320,210829,61
020320,210929,68
020320,211029,65
020320,211130,80
020320,211230,73
020320,211330,57
020320,211430,97
020320,211530,70
020320,211631,71
020320,211731,70
020320,211831,66
020320,211931,65
020320,212031,54
020320,212131,62
020320,212232,81
020320,212332,65
020320,212432,92
020320,212532,64
020320,212632,79
020320,212732,69
020320,212833,67
020320,212933,79
020320,213033,50
020320,213133,74
020320,213233,75
020320,213333,61
020320,213434,54
020320,213534,63
020320,213634,73
020320,213734,65
020320,213834,51
020320,213934,91
020320,214035,74
020320,214135,71
020320,214235,68
020320,214335,63
020320,214435,61
020320,214536,66
020320,214636,80
020320,214736,62
020320,214836,70
020320,214936,54
020320,215036,57
020320,215137,75
020320,215237,86
020320,215337,73
020320,215437,62
020320,215537,73
020320,215637,66
020320,215738,61
020320,215838,75
020320,215938,72
020320,220038,58
020320,220138,58
020320,220238,62
020320,220339,68
020320,220439,68
020320,220539,77
020320,220639,79
020320,220739,60
020320,220839,76
020320,220940,68
020320,221040,69
020320,221140,59
020320,221240,65
020320,221340,93
020320,221441,66
020320,221541,75
020320,221641,75
020320,221741,68
020320,221841,78
020320,221941,53
020320,222042,74
020320,222142,76
020320,222242,58
020320,222342,68
020320,222442,75
020320,222542,60
020320,222643,67
020320,222743,70
020320,222843,67
020320,222943,68
020320,223043,62
020320,223143,59
020320,223244,56
020320,223344,54
020320,223444,71
020320,223544,84
020320,223644,74
020320,223745,60
020320,223845,79
020320,223945,62
020320,224045,84
020320,224145,71
020320,224245,69
020320,224346,57
020320,224446,67
020320,224546,58
020320,224646,60
020320,224746,74
020320,224846,77
020320,224947,65
020320,225047,72
020320,225147,68
020320,225247,61
020320,225347,67
020320,225447,63
020320,225548,78
020320,225648,62
020320,225748,75
020320,225848,76
020320,225948,67
020320,230048,80
020320,230149,64
020320,230249,78
020320,230349,57
020320,230449,81
020320,230549,66
020320,230650,60
020320,230750,73
020320,230850,73
020320,230950,64
020320,231050,74
020320,231150,69
020320,231251,61
020320,231351,72
020320,231451,64
020320,231551,67
020320,231651,62
020320,231751,64
020320,231852,81
020320,231952,75
020320,232052,77
020320,232152,68
020320,232252,92
020320,232352,68
020320,232453,68
020320,232553,76
020320,232653,82
020320,232753,66
020320,232853,56
020320,232954,59
020320,233054,68
020320,233154,61
020320,233254,55
020320,233354,72
020320,233454,70
020320,233555,73
020320,233655,68
020320,233755,73
020320,233855,76
020320,233955,63
020320,234055,79
020320,234156,57
020320,234256,72
020320,234356,59
020320,234456,61
020320,234556,62
020320,234656,65
020320,234757,55
020320,234857,65
020320,234957,58
020320,235057,65
020320,235157,84
020320,235257,59
020320,235358,73
020320,235458,75
020320,235558,54
020320,235658,61
020320,235758,59
020320,235859,77
030320,235959,58
030320,000059,65
030320,000159,66
030320,000259,71
030320,000359,72
030320,000500,51
030320,000600,73
030320,000700,71
030320,000800,73
030320,000900,67
030320,001000,71
030320,001101,63
030320,001201,78
030320,001301,68
030320,001401,72
030320,001501,67
030320,001601,82
030320,001702,79
030320,001802,57
030320,001902,76
030320,002002,55
030320,002102,62
030320,002202,74
030320,002303,69
030320,002403,69
030320,002503,81
030320,002603,69
030320,002703,60
030320,002804,55
030320,002904,60
030320,003004,72
030320,003104,68
030320,003204,86
030320,003304,66
030320,003405,73
030320,003505,75
030320,003605,87
030320,003705,65
030320,003805,60
030320,003905,57
030320,004006,69
030320,004106,51
030320,004206,64
030320,004306,63
030320,004406,74
030320,004506,69
030320,004607,75
030320,004707,83
030320,004807,63
030320,004907,65
030320,005007,76
030320,005108,82
030320,005208,78
030320,005308,80
030320,005408,83
030320,005508,60
030320,005608,79
030320,005709,68
030320,005809,81
030320,005909,58
030320,010009,61
030320,010109,80
030320,010209,65
030320,010310,59
030320,010410,71
030320,010510,72
030320,010610,82
030320,010710,82
030320,010810,72
030320,010911,62
030320,011011,80
030320,011111,75
030320,011211,51
030320,011311,74
030320,011411,66
030320,011512,74
030320,011612,67
030320,011712,82
030320,011812,82
030320,011912,68
030320,012013,61
030320,012113,78
030320,012213,59
030320,012313,71
030320,012413,61
030320,012513,66
030320,012614,78
030320,012714,80
030320,012814,63
030320,012914,58
030320,013014,88
030320,013114,59
030320,013215,83
030320,013315,74
030320,013415,78
030320,013515,67
030320,013615,71
030320,013715,73
030320,013816,62
030320,013916,88
030320,014016,76
030320,014116,85
030320,014216,69
030320,014316,85
030320,014417,66
030320,014517,72
030320,014617,75
030320,014717,72
030320,014817,95
030320,014918,76
030320,015018,75
030320,015118,59
030320,015218,73
030320,015318,61
030320,015418,56
030320,015519,61
030320,015619,72
030320,015719,60
030320,015819,91
030320,015919,68
030320,020019,67
030320,020120,73
030320,020220,62
030320,020320,71
030320,020420,70
030320,020520,69
030320,020620,48
030320,020721,63
030320,020821,56
030320,020921,72
030320,021021,72
030320,021121,78
030320,021222,71
030320,021322,68
030320,021422,74
030320,021522,67
030320,021622,83
030320,021722,74
030320,021823,67
030320,021923,72
030320,022023,70
030320,022123,61
030320,022223,65
030320,022323,64
030320,022424,63
030320,022524,76
030320,022624,83
030320,022724,75
030320,022824,76
030320,022924,72
030320,023025,85
030320,023125,83
030320,023225,72
030320,023325,79
030320,023425,65
030320,023525,54
030320,023626,53
030320,023726,57
030320,023826,71
030320,023926,64
030320,024026,56
030320,024127,71
030320,024227,61
030320,024327,77
030320,024427,54
030320,024527,80
030320,024627,81
030320,024728,82
030320,024828,71
030320,024928,78
030320,025028,59
030320,025128,67
030320,025228,79
030320,025329,71
030320,025429,74
030320,025529,75
030320,025629,73
030320,025729,79
030320,025829,63
030320,025930,77
030320,030030,57
030320,030130,86
030320,030230,59
030320,030330,75
030320,030430,92
030320,030531,73
030320,030631,82
030320,030731,50
030320,030831,77
030320,030931,66
030320,031032,78
030320,031132,85
030320,031232,76
030320,031332,88
030320,031432,82
030320,031532,65
030320,031633,80
030320,031733,82
030320,031833,79
030320,031933,66
030320,032033,61
030320,032133,54
030320,032234,68
030320,032334,84
030320,032434,75
030320,032534,81
030320,032634,62
030320,032734,61
030320,032835,64
030320,032935,80
030320,033035,90
030320,033135,66
030320,033235,53
030320,033336,73
030320,033436,58
030320,033536,65
030320,033636,70
030320,033736,65
030320,033836,76
030320,033937,73
030320,034037,76
030320,034137,84
030320,034237,80
030320,034337,69
030320,034437,68
030320,034538,64
030320,034638,76
030320,034738,72
030320,034838,71
030320,034938,73
030320,035038,73
030320,035139,94
030320,035239,64
030320,035339,57
030320,035439,66
030320,035539,75
030320,035639,59
030320,035740,73
030320,035840,78
030320,035940,99
030320,040040,81
030320,040140,58
030320,040241,84
030320,040341,82
030320,040441,75
030320,040541,72
030320,040641,70
030320,040741,81
030320,040842,82
030320,040942,70
030320,041042,87
030320,041142,70
030320,041242,75
030320,041342,83
030320,041443,71
030320,041543,71
030320,041643,79
030320,041743,78
030320,041843,63
030320,041943,62
030320,042044,84
030320,042144,78
030320,042244,80
030320,042344,75
030320,042444,70
030320,042544,83
030320,042645,72
030320,042745,91
030320,042845,70
030320,042945,57
030320,043045,76
030320,043146,71
030320,043246,73
030320,043346,97
030320,043446,61
030320,043546,77
030320,043646,67
030320,043747,80
030320,043847,76
030320,043947,68
030320,044047,66
030320,044147,71
030320,044247,68
030320,044348,78
030320,044448,75
030320,044548,75
030320,044648,72
030320,044748,61
030320,044848,76
030320,044949,80
030320,045049,68
030320,045149,71
030320,045249,57
030320,045349,61
030320,045450,64
030320,045550,85
030320,045650,73
030320,045750,79
030320,045850,62
030320,045950,78
030320,050051,85
030320,050151,79
030320,050251,80
030320,050351,82
030320,050451,73
030320,050551,65
030320,050652,90
030320,050752,63
030320,050852,67
030320,050952,67
030320,051052,78
030320,051152,78
030320,051253,70
030320,051353,61
030320,051453,83
030320,051553,71
030320,051653,74
030320,051753,77
030320,051854,67
030320,051954,68
030320,052054,85
030320,052154,78
030320,052254,55
030320,052355,70
030320,052455,69
030320,052555,71
030320,052655,68
030320,052755,81
030320,052855,70
030320,052956,70
030320,053056,69
030320,053156,86
030320,053256,73
030320,053356,74
030320,053456,76
030320,053557,60
030320,053657,83
030320,053757,79
030320,053857,72
030320,053957,67
030320,054057,73
030320,054158,71
030320,054258,70
030320,054358,77
030320,054458,66
030320,054558,75
030320,054658,74
030320,054759,78
030320,054859,83
030320,054959,84
030320,055059,79
030320,055159,93
030320,055300,89
030320,055400,77
030320,055500,73
030320,055600,86
030320,055700,92
030320,055800,89
030320,055901,66
030320,060001,76
030320,060101,85
030320,060201,73
030320,060301,86
030320,060401,73
030320,060502,86
030320,060602,85
030320,060702,67
030320,060802,80
030320,060902,68
030320,061002,80
030320,061103,62
030320,061203,72
030320,061303,81
030320,061403,72
030320,061503,80
030320,061604,78
030320,061704,70
030320,061804,76
030320,061904,65
030320,062004,68
030320,062104,89
030320,062205,74
030320,062305,92
030320,062405,67
030320,062505,81
030320,062605,73
030320,062705,64
030320,062806,79
030320,062906,85
030320,063006,78
030320,063106,82
030320,063206,73
030320,063306,89
030320,063407,77
030320,063507,63
030320,063607,82
030320,063707,86
030320,063807,68
030320,063907,75
030320,064008,73
030320,064108,56
030320,064208,64
030320,064308,81
030320,064408,73
030320,064509,70
030320,064609,84
030320,064709,72
030320,064809,76
030320,064909,83
030320,065009,72
030320,065110,81
030320,065210,74
030320,065310,64
030320,065410,67
030320,065510,62
030320,065610,80
030320,065711,81
030320,065811,73
030320,065911,69
030320,070011,70
030320,070111,71
030320,070211,74
030320,070312,78
030320,070412,99
030320,070512,63
030320,070612,81
030320,070712,76
030320,070812,71
030320,070913,79
030320,071013,96
030320,071113,73
030320,071213,81
030320,071313,66
030320,071414,82
030320,071514,75
030320,071614,84
030320,071714,70
030320,071814,62
030320,071914,85
030320,072015,74
030320,072115,94
030320,072215,57
030320,072315,67
030320,072415,66
030320,072515,86
030320,072616,93
030320,072716,85
030320,072816,64
030320,072916,83
030320,073016,74
030320,073116,81
030320,073217,78
030320,073317,72
030320,073417,81
030320,073517,80
030320,073617,74
030320,073718,68
030320,073818,68
030320,073918,70
030320,074018,73
030320,074118,75
030320,074218,86
030320,074319,78
030320,074419,65
030320,074519,56
030320,074619,74
030320,074719,84
030320,074819,85
030320,074920,75
030320,075020,68
030320,075120,89
030320,075220,71
030320,075320,69
030320,075420,85
030320,075521,85
030320,075621,75
030320,075721,78
030320,075821,77
030320,075921,68
030320,080021,77
030320,080122,53
030320,080222,78
030320,080322,61
030320,080422,78
030320,080522,67
030320,080623,70
030320,080723,78
030320,080823,70
030320,080923,77
030320,081023,98
030320,081123,78
030320,081224,81
030320,081324,85
030320,081424,72
030320,081524,89
030320,081624,70
030320,081724,79
030320,081825,83
030320,081925,67
030320,082025,60
030320,082125,84
030320,082225,73
030320,082325,79
030320,082426,78
030320,082526,85
030320,082626,81
030320,082726,95
030320,082826,89
030320,082926,77
030320,083027,80
030320,083127,80
030320,083227,85
030320,083327,85
030320,083427,86
030320,083528,66
030320,083628,75
030320,083728,62
030320,083828,86
030320,083928,94
030320,084028,62
030320,084129,60
030320,084229,85
030320,084329,69
030320,084429,62
030320,084529,89
030320,084629,53
030320,084730,97
030320,084830,80
030320,084930,66
030320,085030,65
030320,085130,84
030320,085230,68
030320,085331,94
030320,085431,81
030320,085531,77
030320,085631,93
030320,085731,78
030320,085832,90
030320,085932,67
030320,090032,90
030320,090132,60
030320,090232,73
030320,090332,85
030320,090433,84
030320,090533,77
030320,090633,93
030320,090733,85
030320,090833,87
030320,090933,79
030320,091034,87
030320,091134,77
030320,091234,74
030320,091334,79
030320,091434,78
030320,091534,68
030320,091635,68
030320,091735,95
030320,091835,61
030320,091935,75
030320,092035,96
030320,092135,91
030320,092236,78
030320,092336,78
030320,092436,71
030320,092536,83
030320,092636,68
030320,092737,92
030320,092837,71
030320,092937,76
030320,093037,72
030320,093137,98
030320,093237,66
030320,093338,80
030320,093438,94
030320,093538,64
030320,093638,89
030320,093738,79
030320,093838,84
030320,093939,91
030320,094039,78
030320,094139,70
030320,094239,91
030320,094339,84
030320,094439,69
030320,094540,88
030320,094640,88
030320,094740,80
030320,094840,85
030320,094940,90
030320,095040,80
030320,095141,63
030320,095241,78
030320,095341,69
030320,095441,58
030320,095541,74
030320,095642,72
030320,095742,97
030320,095842,89
030320,095942,72
030320,100042,77
030320,100142,79
030320,100243,88
030320,100343,70
030320,100443,83
030320,100543,63
030320,100643,75
030320,100743,62
030320,100844,78
030320,100944,101
030320,101044,76
030320,101144,86
030320,101244,72
030320,101344,71
030320,101445,72
030320,101545,69
030320,101645,90
030320,101745,80
030320,101845,81
030320,101946,68
030320,102046,95
030320,102146,77
030320,102246,86
030320,102346,59
030320,102446,79
030320,102547,86
030320,102647,92
030320,102747,84
030320,102847,69
030320,102947,65
030320,103047,86
030320,103148,77
030320,103248,71
030320,103348,83
030320,103448,87
030320,103548,81
030320,103648,67
030320,103749,90
030320,103849,78
030320,103949,70
030320,104049,76
030320,104149,86
030320,104249,77
030320,104350,87
030320,104450,80
030320,104550,80
030320,104650,74
030320,104750,79
030320,104851,79
030320,104951,107
030320,105051,78
030320,105151,74
030320,105251,98
030320,105351,73
030320,105452,82
030320,105552,70
030320,105652,78
030320,105752,86
030320,105852,69
030320,105952,92
030320,110053,75
030320,110153,81
030320,110253,76
030320,110353,95
030320,110453,70
030320,110553,61
030320,110654,64
030320,110754,81
030320,110854,76
030320,110954,86
030320,111054,80
030320,111154,77
030320,111255,83
030320,111355,92
030320,111455,73
030320,111555,72
030320,111655,68
030320,111756,93
030320,111856,87
030320,111956,75
030320,112056,77
030320,112156,70
030320,112256,78
030320,112357,85
030320,112457,92
030320,112557,87
030320,112657,74
030320,112757,79
030320,112857,75
030320,112958,93
030320,113058,84
030320,113158,72
030320,113258,87
030320,113358,105
030320,113458,82
030320,113559,88
030320,113659,74
030320,113759,89
030320,113859,71
030320,113959,87
030320,114100,70
030320,114200,91
030320,114300,85
030320,114400,70
030320,114500,100
030320,114600,71
030320,114701,87
030320,114801,81
030320,114901,90
030320,115001,97
030320,115101,62
030320,115201,72
030320,115302,81
030320,115402,86
030320,115502,91
030320,115602,81
030320,115702,64
030320,115802,84
030320,115903,90
030320,120003,73
030320,120103,76
030320,120203,79
030320,120303,88
030320,120403,74
030320,120504,74
030320,120604,66
030320,120704,102
030320,120804,81
030320,120904,85
030320,121005,82
030320,121105,92
030320,121205,83
030320,121305,84
030320,121405,87
030320,121505,80
030320,121606,75
030320,121706,91
030320,121806,70
030320,121906,94
030320,122006,83
030320,122106,99
030320,122207,79
030320,122307,97
030320,122407,58
030320,122507,85
030320,122607,96
030320,122707,74
030320,122808,76
030320,122908,82
030320,123008,88
030320,123108,82
030320,123208,76
030320,123309,106
030320,123409,66
030320,123509,65
030320,123609,88
030320,123709,90
030320,123809,72
030320,123910,82
030320,124010,84
030320,124110,87
030320,124210,84
030320,124310,72
030320,124410,92
030320,124511,94
030320,124611,100
030320,124711,83
030320,124811,73
030320,124911,78
030320,125011,89
030320,125112,106
030320,125212,73
030320,125312,91
030320,125412,86
030320,125512,88
030320,125612,73
030320,125713,76
030320,125813,94
030320,125913,90
030320,130013,89
030320,130113,89
030320,130214,67
030320,130314,86
030320,130414,92
030320,130514,94
030320,130614,85
030320,130714,86
030320,130815,85
030320,130915,89
030320,131015,78
030320,131115,81
030320,131215,79
030320,131315,85
030320,131416,92
030320,131516,76
030320,131616,87
030320,131716,89
030320,131816,91
030320,131916,80
030320,132017,73
030320,132117,83
030320,132217,103
030320,132317,96
030320,132417,78
030320,132517,98
030320,132618,93
030320,132718,80
030320,132818,80
030320,132918,66
030320,133018,83
030320,133119,86
030320,133219,92
030320,133319,78
030320,133419,90
030320,133519,70
030320,133619,83
030320,133720,68
030320,133820,90
030320,133920,77
030320,134020,86
030320,134120,84
030320,134220,85
030320,134321,76
030320,134421,86
030320,134521,79
030320,134621,64
030320,134721,86
030320,134821,69
030320,134922,86
030320,135022,91
030320,135122,83
030320,135222,79
030320,135322,91
030320,135423,88
030320,135523,95
030320,135623,74
030320,135723,80
030320,135823,71
030320,135923,79
030320,140024,87
030320,140124,82
030320,140224,87
030320,140324,82
030320,140424,102
030320,140524,85
030320,140625,93
030320,140725,91
030320,140825,79
030320,140925,73
030320,141025,77
030320,141125,87
030320,141226,91
030320,141326,90
030320,141426,85
030320,141526,84
030320,141626,72
030320,141726,78
030320,141827,86
030320,141927,86
030320,142027,80
030320,142127,55
030320,142227,90
030320,142328,96
030320,142428,72
030320,142528,69
030320,142628,75
030320,142728,79
030320,142828,86
030320,142929,56
030320,143029,63
030320,143129,68
030320,143229,75
030320,143329,78
030320,143429,74
030320,143530,84
030320,143630,60
030320,143730,77
030320,143830,93
030320,143930,76
030320,144030,77
030320,144131,97
030320,144231,68
030320,144331,82
030320,144431,67
030320,144531,91
030320,144631,71
030320,144732,83
030320,144832,76
030320,144932,72
030320,145032,73
030320,145132,63
030320,145233,75
030320,145333,63
030320,145433,70
030320,145533,68
030320,145633,67
030320,145733,85
030320,145834,73
030320,145934,68
030320,150034,91
030320,150134,83
030320,150234,77
030320,150334,83
030320,150435,64
030320,150535,88
030320,150635,80
030320,150735,70
030320,150835,73
030320,150935,71
030320,151036,75
030320,151136,78
030320,151236,64
030320,151336,72
030320,151436,75
030320,151537,86
030320,151637,89
030320,151737,59
030320,151837,87
030320,151937,76
030320,152037,76
030320,152138,85
030320,152238,73
030320,152338,71
030320,152438,86
030320,152538,76
030320,152638,95
030320,152739,78
030320,152839,78
030320,152939,79
030320,153039,76
030320,153139,57
030320,153239,65
030320,153340,68
030320,153440,77
030320,153540,75
030320,153640,83
030320,153740,69
030320,153840,66
030320,153941,75
030320,154041,75
030320,154141,99
030320,154241,73
030320,154341,71
030320,154442,67
030320,154542,79
030320,154642,79
030320,154742,86
030320,154842,71
030320,154942,72
030320,155043,71
030320,155143,77
030320,155243,65
030320,155343,88
030320,155443,88
030320,155543,80
030320,155644,63
030320,155744,72
030320,155844,65
030320,155944,76
030320,160044,57
030320,160144,92
030320,160245,76
030320,160345,66
030320,160445,56
030320,160545,75
030320,160645,79
030320,160745,66
030320,160846,79
030320,160946,80
030320,161046,73
030320,161146,87
030320,161246,61
030320,161347,58
030320,161447,75
030320,161547,74
030320,161647,69
030320,161747,71
030320,161847,90
030320,161948,67
030320,162048,69
030320,162148,57
030320,162248,74
030320,162348,75
030320,162448,61
030320,162549,75
030320,162649,80
030320,162749,80
030320,162849,75
030320,162949,78
030320,163049,76
030320,163150,69
030320,163250,84
030320,163350,73
030320,163450,87
030320,163550,68
030320,163651,68
030320,163751,76
030320,163851,57
030320,163951,57
030320,164051,67
030320,164151,65
030320,164252,73
030320,164352,79
030320,164452,69
030320,164552,64
030320,164652,67
030320,164752,60
030320,164853,73
030320,164953,77
030320,165053,71
030320,165153,81
030320,165253,71
030320,165353,57
030320,165454,73
030320,165554,68
030320,165654,81
030320,165754,66
030320,165854,74
030320,165954,74
030320,170055,67
030320,170155,71
030320,170255,73
030320,170355,54
030320,170455,70
030320,170556,66
030320,170656,80
030320,170756,75
030320,170856,63
030320,170956,71
030320,171056,78
030320,171157,64
030320,171257,62
030320,171357,71
030320,171457,70
030320,171557,68
030320,171657,69
030320,171758,76
030320,171858,71
030320,171958,59
030320,172058,73
030320,172158,70
030320,172258,62
030320,172359,53
030320,172459,72
030320,172559,60
030320,172659,76
030320,172759,72
030320,172859,75
030320,173000,66
030320,173100,73
030320,173200,78
030320,173300,66
030320,173400,80
030320,173501,69
030320,173601,64
030320,173701,59
030320,173801,72
030320,173901,77
030320,174001,61
030320,174102,76
030320,174202,61
030320,174302,60
030320,174402,63
030320,174502,70
030320,174602,54
030320,174703,67
030320,174803,50
030320,174903,78
030320,175003,73
030320,175103,79
030320,175203,63
030320,175304,68
030320,175404,52
030320,175504,71
030320,175604,53
030320,175704,72
030320,175805,86
030320,175905,64
030320,180005,79
030320,180105,51
030320,180205,73
030320,180305,63
030320,180406,72
030320,180506,70
030320,180606,75
030320,180706,73
030320,180806,74
030320,180906,71
030320,181007,65
030320,181107,68
030320,181207,63
030320,181307,74
030320,181407,70
030320,181507,75
030320,181608,68
030320,181708,70
030320,181808,66
030320,181908,72
030320,182008,75
030320,182108,70
030320,182209,75
030320,182309,58
030320,182409,71
030320,182509,58
030320,182609,77
030320,182710,72
030320,182810,62
030320,182910,73
030320,183010,72
030320,183110,68
030320,183210,58
030320,183311,71
030320,183411,72
030320,183511,66
030320,183611,69
030320,183711,75
030320,183811,64
030320,183912,60
030320,184012,53
030320,184112,72
030320,184212,58
030320,184312,65
030320,184412,60
030320,184513,65
030320,184613,65
030320,184713,63
030320,184813,56
030320,184913,63
030320,185013,64
030320,185114,67
030320,185214,73
030320,185314,69
030320,185414,66
030320,185514,60
030320,185615,69
030320,185715,74
030320,185815,60
030320,185915,73
030320,190015,72
030320,190115,65
030320,190216,71
030320,190316,60
030320,190416,70
030320,190516,67
030320,190616,62
030320,190716,66
030320,190817,56
030320,190917,54
030320,191017,60
030320,191117,65
030320,191217,71
030320,191317,82
030320,191418,73
030320,191518,54
030320,191618,59
030320,191718,71
030320,191818,66
030320,191919,70
030320,192019,61
030320,192119,65
030320,192219,89
030320,192319,72
030320,192419,83
030320,192520,69
030320,192620,75
030320,192720,72
030320,192820,69
030320,192920,62
030320,193020,53
030320,193121,61
030320,193221,69
030320,193321,55
030320,193421,78
030320,193521,62
030320,193621,69
030320,193722,57
