Fecha,Hora(UTC),Coincidencias
010320,132401,87
010320,132501,87
010320,132601,84
010320,132701,95
010320,132802,87
010320,132902,98
010320,133002,93
010320,133102,93
010320,133202,90
010320,133302,84
010320,133403,92
010320,133503,98
010320,133603,80
010320,133703,88
010320,133803,111
010320,133903,92
010320,134004,102
010320,134104,97
010320,134204,84
010320,134304,90
010320,134404,89
010320,134505,87
010320,134605,87
010320,134705,111
010320,134805,105
010320,134905,96
010320,135005,99
010320,135106,85
010320,135206,90
010320,135306,121
010320,135406,109
010320,135506,100
010320,135606,105
010320,135707,98
010320,135807,106
010320,135907,82
010320,140007,83
010320,140107,76
010320,140207,90
010320,140308,110
010320,140408,96
010320,140508,103
010320,140608,89
010320,140708,85
010320,140808,95
010320,140909,97
010320,141009,90
010320,141109,100
010320,141209,83
010320,141309,96
010320,141410,79
010320,141510,77
010320,141610,96
010320,141710,84
010320,141810,117
010320,141910,91
010320,142011,81
010320,142111,94
010320,142211,88
010320,142311,93
010320,142411,94
010320,142511,84
010320,142612,96
010320,142712,96
010320,142812,103
010320,142912,103
010320,143012,70
010320,143112,87
010320,143213,88
010320,143313,79
010320,143413,91
010320,143513,78
010320,143613,105
010320,143714,96
010320,143814,94
010320,143914,95
010320,144014,84
010320,144114,87
010320,144214,95
010320,144315,81
010320,144415,91
010320,144515,101
010320,144615,97
010320,144715,96
010320,144815,84
010320,144916,88
010320,145016,95
010320,145116,90
010320,145216,84
010320,145316,77
010320,145416,102
010320,145517,88
010320,145617,85
010320,145717,100
010320,145817,89
010320,145917,101
010320,150017,84
010320,150118,93
010320,150218,95
010320,150318,94
010320,150418,88
010320,150518,87
010320,150619,77
010320,150719,93
010320,150819,88
010320,150919,81
010320,151019,94
010320,151119,106
010320,151220,89
010320,151320,99
010320,151420,90
010320,151520,104
010320,151620,92
010320,151720,96
010320,151821,80
010320,151921,103
010320,152021,78
010320,152121,86
010320,152221,89
010320,152321,76
010320,152422,83
010320,152522,82
010320,152622,87
010320,152722,88
010320,152822,89
010320,152922,100
010320,153023,85
010320,153123,73
010320,153223,96
010320,153323,72
010320,153423,88
010320,153524,97
010320,153624,100
010320,153724,83
010320,153824,86
010320,153924,99
010320,154024,77
010320,154125,98
010320,154225,97
010320,154325,83
010320,154425,81
010320,154525,81
010320,154625,85
010320,154726,83
010320,154826,92
010320,154926,87
010320,155026,97
010320,155126,100
010320,155226,90
010320,155327,66
010320,155427,94
010320,155527,78
010320,155627,78
010320,155727,73
010320,155827,81
010320,155928,86
010320,160028,99
010320,160128,87
010320,160228,95
010320,160328,100
010320,160429,78
010320,160529,80
010320,160629,102
010320,160729,93
010320,160829,93
010320,160929,74
010320,161030,95
010320,161130,75
010320,161230,96
010320,161330,89
010320,161430,93
010320,161530,94
010320,161631,88
010320,161731,84
010320,161831,97
010320,161931,75
010320,162031,84
010320,162131,80
010320,162232,88
010320,162332,88
010320,162432,77
010320,162532,87
010320,162632,101
010320,162733,98
010320,162833,94
010320,162933,77
010320,163033,88
010320,163133,78
010320,163233,99
010320,163334,82
010320,163434,90
010320,163534,67
010320,163634,74
010320,163734,82
010320,163834,70
010320,163935,91
010320,164035,81
010320,164135,90
010320,164235,73
010320,164335,94
010320,164435,64
010320,164536,105
010320,164636,70
010320,164736,90
010320,164836,92
010320,164936,81
010320,165036,90
010320,165137,90
010320,165237,83
010320,165337,78
010320,165437,78
010320,165537,81
010320,165638,79
010320,165738,80
010320,165838,77
010320,165938,93
010320,170038,87
010320,170138,82
010320,170239,72
010320,170339,79
010320,170439,67
010320,170539,92
010320,170639,78
010320,170739,89
010320,170840,86
010320,170940,75
010320,171040,76
010320,171140,98
010320,171240,83
010320,171340,85
010320,171441,81
010320,171541,93
010320,171641,94
010320,171741,74
010320,171841,94
010320,171941,92
010320,172042,79
010320,172142,84
010320,172242,94
010320,172342,94
010320,172442,97
010320,172543,88
010320,172643,81
010320,172743,84
010320,172843,82
010320,172943,77
010320,173043,73
010320,173144,76
010320,173244,86
010320,173344,74
010320,173444,96
010320,173544,70
010320,173644,75
010320,173745,82
010320,173845,88
010320,173945,86
010320,174045,78
010320,174145,96
010320,174245,89
010320,174346,67
010320,174446,94
010320,174546,81
010320,174646,76
010320,174746,83
010320,174847,100
010320,174947,92
010320,175047,91
010320,175147,86
010320,175247,92
010320,175347,83
010320,175448,74
010320,175548,88
010320,175648,93
010320,175748,80
010320,175848,87
010320,175948,82
010320,180049,75
010320,180149,87
010320,180249,80
010320,180349,70
010320,180449,84
010320,180549,100
010320,180650,79
010320,180750,81
010320,180850,90
010320,180950,110
010320,181050,93
010320,181150,85
010320,181251,81
010320,181351,90
010320,181451,85
010320,181551,98
010320,181651,83
010320,181752,87
010320,181852,92
010320,181952,99
010320,182052,76
010320,182152,92
010320,182252,77
010320,182353,82
010320,182453,82
010320,182553,86
010320,182653,80
010320,182753,67
010320,182853,84
010320,182954,88
010320,183054,69
010320,183154,78
010320,183254,73
010320,183354,80
010320,183454,80
010320,183555,87
010320,183655,81
010320,183755,71
010320,183855,95
010320,183955,81
010320,184056,72
010320,184156,89
010320,184256,88
010320,184356,95
010320,184456,80
010320,184556,77
010320,184657,94
010320,184757,91
010320,184857,72
010320,184957,87
010320,185057,78
010320,185157,63
010320,185258,82
010320,185358,69
010320,185458,98
010320,185558,69
010320,185658,80
010320,185758,71
010320,185859,97
010320,185959,92
010320,190059,83
010320,190159,77
010320,190259,83
010320,190359,67
010320,190500,78
010320,190600,88
010320,190700,87
010320,190800,93
010320,190900,84
010320,191001,88
010320,191101,83
010320,191201,74
010320,191301,79
010320,191401,91
010320,191501,85
010320,191602,83
010320,191702,70
010320,191802,68
010320,191902,84
010320,192002,93
010320,192102,82
010320,192203,75
010320,192303,88
010320,192403,66
010320,192503,88
010320,192603,84
010320,192703,77
010320,192804,89
010320,192904,84
010320,193004,79
010320,193104,71
010320,193204,74
010320,193304,92
010320,193405,75
010320,193505,91
010320,193605,73
010320,193705,100
010320,193805,63
010320,193906,78
010320,194006,60
010320,194106,84
010320,194206,74
010320,194306,60
010320,194406,86
010320,194507,83
010320,194607,85
010320,194707,82
010320,194807,82
010320,194907,79
010320,195007,98
010320,195108,79
010320,195208,87
010320,195308,88
010320,195408,76
010320,195508,83
010320,195608,69
010320,195709,77
010320,195809,105
010320,195909,85
010320,200009,77
010320,200109,82
010320,200210,77
010320,200310,71
010320,200410,72
010320,200510,84
010320,200610,92
010320,200710,59
010320,200811,86
010320,200911,76
010320,201011,85
010320,201111,88
010320,201211,93
010320,201311,75
010320,201412,56
010320,201512,92
010320,201612,77
010320,201712,76
010320,201812,80
010320,201912,78
010320,202013,75
010320,202113,89
010320,202213,85
010320,202313,63
010320,202413,83
010320,202513,66
010320,202614,73
010320,202714,58
010320,202814,82
010320,202914,76
010320,203014,71
010320,203115,75
010320,203215,79
010320,203315,70
010320,203415,73
010320,203515,68
010320,203615,78
010320,203716,91
010320,203816,72
010320,203916,68
010320,204016,95
010320,204116,74
010320,204216,78
010320,204317,73
010320,204417,89
010320,204517,67
010320,204617,84
010320,204717,83
010320,204817,85
010320,204918,76
010320,205018,86
010320,205118,70
010320,205218,76
010320,205318,70
010320,205418,77
010320,205519,73
010320,205619,80
010320,205719,66
010320,205819,74
010320,205919,79
010320,210020,93
010320,210120,73
010320,210220,67
010320,210320,102
010320,210420,65
010320,210520,65
010320,210621,70
010320,210721,74
010320,210821,64
010320,210921,79
010320,211021,70
010320,211121,92
010320,211222,78
010320,211322,67
010320,211422,77
010320,211522,82
010320,211622,62
010320,211722,69
010320,211823,77
010320,211923,68
010320,212023,85
010320,212123,83
010320,212223,75
010320,212324,96
010320,212424,75
010320,212524,80
010320,212624,81
010320,212724,62
010320,212824,67
010320,212925,68
010320,213025,91
010320,213125,72
010320,213225,80
010320,213325,93
010320,213425,84
010320,213526,78
010320,213626,73
010320,213726,82
010320,213826,72
010320,213926,75
010320,214026,74
010320,214127,68
010320,214227,82
010320,214327,70
010320,214427,78
010320,214527,84
010320,214627,66
010320,214728,68
010320,214828,85
010320,214928,73
010320,215028,57
010320,215128,70
010320,215229,64
010320,215329,81
010320,215429,84
010320,215529,79
010320,215629,63
010320,215729,79
010320,215830,94
010320,215930,73
010320,220030,72
010320,220130,77
010320,220230,66
010320,220330,70
010320,220431,86
010320,220531,94
010320,220631,83
010320,220731,90
010320,220831,79
010320,220931,69
010320,221032,78
010320,221132,68
010320,221232,98
010320,221332,76
010320,221432,82
010320,221532,73
010320,221633,75
010320,221733,87
010320,221833,75
010320,221933,93
010320,222033,69
010320,222134,66
010320,222234,77
010320,222334,61
010320,222434,75
010320,222534,76
010320,222634,60
010320,222735,74
010320,222835,80
010320,222935,66
010320,223035,84
010320,223135,87
010320,223235,81
010320,223336,86
010320,223436,80
010320,223536,67
010320,223636,77
010320,223736,84
010320,223836,67
010320,223937,72
010320,224037,66
010320,224137,70
010320,224237,83
010320,224337,77
010320,224438,85
010320,224538,59
010320,224638,64
010320,224738,70
010320,224838,84
010320,224938,76
010320,225039,74
010320,225139,77
010320,225239,67
010320,225339,80
010320,225439,68
010320,225539,94
010320,225640,73
010320,225740,53
010320,225840,68
010320,225940,60
010320,230040,71
010320,230140,70
010320,230241,91
010320,230341,77
010320,230441,73
010320,230541,75
010320,230641,81
010320,230741,67
010320,230842,71
010320,230942,87
010320,231042,78
010320,231142,64
010320,231242,72
010320,231343,88
010320,231443,69
010320,231543,72
010320,231643,88
010320,231743,81
010320,231843,84
010320,231944,72
010320,232044,84
010320,232144,62
010320,232244,72
010320,232344,95
010320,232444,73
010320,232545,81
010320,232645,71
010320,232745,73
010320,232845,81
010320,232945,84
010320,233045,68
010320,233146,65
010320,233246,75
010320,233346,77
010320,233446,93
010320,233546,83
010320,233646,74
010320,233747,74
010320,233847,69
010320,233947,63
010320,234047,78
010320,234147,73
010320,234248,67
010320,234348,70
010320,234448,67
010320,234548,83
010320,234648,76
010320,234748,59
010320,234849,101
010320,234949,72
010320,235049,66
010320,235149,95
010320,235249,80
010320,235349,81
010320,235450,66
010320,235550,58
010320,235650,77
010320,235750,67
010320,235850,76
010320,235950,74
020320,000051,81
020320,000151,64
020320,000251,86
020320,000351,64
020320,000451,66
020320,000552,65
020320,000652,90
020320,000752,85
020320,000852,76
020320,000952,51
020320,001052,75
020320,001153,58
020320,001253,72
020320,001353,69
020320,001453,71
020320,001553,83
020320,001653,98
020320,001754,90
020320,001854,69
020320,001954,70
020320,002054,71
020320,002154,68
020320,002254,87
020320,002355,87
020320,002455,81
020320,002555,79
020320,002655,79
020320,002755,83
020320,002855,91
020320,002956,67
020320,003056,87
020320,003156,66
020320,003256,80
020320,003356,75
020320,003457,81
020320,003557,99
020320,003657,69
020320,003757,86
020320,003857,70
020320,003957,63
020320,004058,84
020320,004158,68
020320,004258,89
020320,004358,88
020320,004458,70
020320,004558,102
020320,004659,72
020320,004759,80
020320,004859,86
020320,004959,81
020320,005059,74
020320,005159,80
020320,005300,69
020320,005400,76
020320,005500,83
020320,005600,67
020320,005700,71
020320,005800,74
020320,005901,88
020320,010001,83
020320,010101,66
020320,010201,71
020320,010301,73
020320,010402,63
020320,010502,78
020320,010602,62
020320,010702,76
020320,010802,79
020320,010902,80
020320,011003,72
020320,011103,78
020320,011203,94
020320,011303,85
020320,011403,88
020320,011503,60
020320,011604,103
020320,011704,65
020320,011804,100
020320,011904,88
020320,012004,83
020320,012104,92
020320,012205,71
020320,012305,75
020320,012405,78
020320,012505,79
020320,012605,86
020320,012706,68
020320,012806,70
020320,012906,63
020320,013006,95
020320,013106,69
020320,013206,70
020320,013307,84
020320,013407,86
020320,013507,61
020320,013607,74
020320,013707,61
020320,013807,84
020320,013908,92
020320,014008,83
020320,014108,85
020320,014208,72
020320,014308,76
020320,014408,64
020320,014509,78
020320,014609,71
020320,014709,61
020320,014809,74
020320,014909,73
020320,015009,73
020320,015110,88
020320,015210,77
020320,015310,65
020320,015410,84
020320,015510,65
020320,015611,80
020320,015711,59
020320,015811,71
020320,015911,68
020320,020011,69
020320,020111,75
020320,020212,87
020320,020312,79
020320,020412,71
020320,020512,67
020320,020612,75
020320,020712,72
020320,020813,84
020320,020913,86
020320,021013,70
020320,021113,89
020320,021213,76
020320,021313,78
020320,021414,71
020320,021514,92
020320,021614,89
020320,021714,84
020320,021814,72
020320,021914,71
020320,022015,75
020320,022115,72
020320,022215,86
020320,022315,91
020320,022415,83
020320,022516,76
020320,022616,78
020320,022716,97
020320,022816,83
020320,022916,86
020320,023016,76
020320,023117,76
020320,023217,66
020320,023317,61
020320,023417,63
020320,023517,82
020320,023617,84
020320,023718,66
020320,023818,73
020320,023918,87
020320,024018,75
020320,024118,83
020320,024218,80
020320,024319,62
020320,024419,84
020320,024519,81
020320,024619,87
020320,024719,81
020320,024820,80
020320,024920,88
020320,025020,76
020320,025120,77
020320,025220,81
020320,025320,71
020320,025421,92
020320,025521,74
020320,025621,78
020320,025721,86
020320,025821,79
020320,025921,79
020320,030022,66
020320,030122,78
020320,030222,73
020320,030322,85
020320,030422,70
020320,030522,81
020320,030623,78
020320,030723,88
020320,030823,71
020320,030923,78
020320,031023,93
020320,031123,80
020320,031224,83
020320,031324,83
020320,031424,85
020320,031524,79
020320,031624,91
020320,031725,82
020320,031825,91
020320,031925,99
020320,032025,92
020320,032125,74
020320,032225,82
020320,032326,90
020320,032426,73
020320,032526,67
020320,032626,77
020320,032726,89
020320,032826,68
020320,032927,75
020320,033027,79
020320,033127,96
020320,033227,74
020320,033327,64
020320,033427,80
020320,033528,64
020320,033628,83
020320,033728,73
020320,033828,104
020320,033928,81
020320,034028,99
020320,034129,91
020320,034229,85
020320,034329,95
020320,034429,75
020320,034529,75
020320,034630,81
020320,034730,91
020320,034830,77
020320,034930,77
020320,035030,69
020320,035130,91
020320,035231,81
020320,035331,65
020320,035431,80
020320,035531,71
020320,035631,68
020320,035731,78
020320,035832,82
020320,035932,67
020320,040032,64
020320,040132,73
020320,040232,89
020320,040332,89
020320,040433,88
020320,040533,89
020320,040633,74
020320,040733,83
020320,040833,70
020320,040934,73
020320,041034,71
020320,041134,91
020320,041234,75
020320,041334,88
020320,041434,62
020320,041535,75
020320,041635,72
020320,041735,83
020320,041835,77
020320,041935,74
020320,042035,87
020320,042136,85
020320,042236,71
020320,042336,75
020320,042436,78
020320,042536,87
020320,042636,78
020320,042737,57
020320,042837,83
020320,042937,85
020320,043037,83
020320,043137,62
020320,043237,72
020320,043338,86
020320,043438,87
020320,043538,88
020320,043638,79
020320,043738,77
020320,043839,73
020320,043939,69
020320,044039,93
020320,044139,74
020320,044239,79
020320,044339,100
020320,044440,87
020320,044540,89
020320,044640,71
020320,044740,78
020320,044840,98
020320,044940,93
020320,045041,75
020320,045141,76
020320,045241,75
020320,045341,84
020320,045441,89
020320,045541,91
020320,045642,77
020320,045742,93
020320,045842,93
020320,045942,81
020320,050042,71
020320,050142,90
020320,050243,73
020320,050343,102
020320,050443,92
020320,050543,94
020320,050643,86
020320,050744,67
020320,050844,84
020320,050944,90
